Destination Code,Destination Name,ex_for_type
DES03430,NAZRAMAHAMDA (EX DARBHANGA),FOR
DES03429,NEHRA (EX DARBHANGA),FOR
DES03428,NIMAITHI (EX DARBHANGA),FOR
DES03427,"NAVTOL, SUPAUL (EX DARBHANGA)",FOR
DES03426,"NAVWEDGA, BAHERI (EX DARBHANGA)",FOR
DES03425,NARAYANPUR (EX DARBHANGA),FOR
DES03424,NADIYAAMI (EX DARBHANGA),FOR
DES03423,MURHIA (EX DARBHANGA),FOR
DES03422,MILKI/PAKRI (EX DARBHANGA),FOR
DES03421,MAJHAURA NAWADA (EX DARBHANGA),FOR
DES03420,MANIGACHHI (EX DARBHANGA),FOR
DES03419,MAHTHAUR CHOWK (EX DARBHANGA),FOR
DES03418,MAHINAAM POHADDI (EX DARBHANGA),FOR
DES03417,MADHOPATTI (EX DARBHANGA),FOR
DES03416,MACHHAITA DASAUT (EX DARBHANGA),FOR
DES03415,"LAHERIASARAI, PANDASARAI (EX DARBHANGA)",FOR
DES03414,LAGMA UJJAN (EX DARBHANGA),FOR
DES03413,LAGMA RASIYAARI (EX DARBHANGA),FOR
DES03412,KUSHESHWAR ASTHAN (EX DARBHANGA),FOR
DES03411,KURSON (EX DARBHANGA),FOR
DES03410,KOYLASTHAN (EX DARBHANGA),FOR
DES03409,KHAJEDEEH (EX DARBHANGA),FOR
DES03408,KASRAUR (EX DARBHANGA),FOR
DES03407,KAMTAUL (EX DARBHANGA),FOR
DES03406,KANTHUDEEH (EX DARBHANGA),FOR
DES03405,KAKORHA (EX DARBHANGA),FOR
DES03404,KAYEETOLA (EX DARBHANGA),FOR
DES03403,KAITHWAR (EX DARBHANGA),FOR
DES03402,KAIDRABAD (EX DARBHANGA),FOR
DES03401,JAYANTIPUR (EX DARBHANGA),FOR
DES03400,ITWA SHIVNAGAR (EX DARBHANGA),FOR
DES03399,HARNE (EX DARBHANGA),FOR
DES03398,HAIRPUR (EX DARBHANGA),FOR
DES03397,HARIPUR CHOWK (EX DARBHANGA),FOR
DES03396,HAABI BUHAR (EX DARBHANGA),FOR
DES03395,GHANSHYAMPUR (EX DARBHANGA),FOR
DES03394,GAUSAGHAT (EX DARBHANGA),FOR
DES03393,GORAUL (EX DARBHANGA),FOR
DES03392,GANAULI (EX DARBHANGA),FOR
DES03391,FARDAHA/SHIVRAM (EX DARBHANGA),FOR
DES03390,DHOIGHAT (EX DARBHANGA),FOR
DES03389,DHAJWA (EX DARBHANGA),FOR
DES03388,DEVHAR (EX DARBHANGA),FOR
DES03387,DEKULIDHAM (EX DARBHANGA),FOR
DES03386,DARBHANGA (EX DARBHANGA),FOR
DES03385,BRAHMPUR (MANICACHI) (EX DARBHANGA),FOR
DES03384,BITHAULI SHANKAR LOHAR (EX DARBHANGA),FOR
DES03383,BISFI (EX DARBHANGA),FOR
DES03382,BISHANPUR (EX DARBHANGA),FOR
DES03381,BELA POHADDI (EX DARBHANGA),FOR
DES03380,BENIPUR (EX DARBHANGA),FOR
DES03379,CHUNABHATTI BELA (EX DARBHANGA),FOR
DES03378,BAZAR SAMITI (EX DARBHANGA),FOR
DES03377,BASUDEOPUR BYPASS (EX DARBHANGA),FOR
DES03376,BARDEPUR (EX DARBHANGA),FOR
DES03375,BANDA (EX DARBHANGA),FOR
DES03374,BALNI BAHEDA (EX DARBHANGA),FOR
DES03373,BAJITPUR (EX DARBHANGA),FOR
DES03372,BAHEDA BAGHAUNI (EX DARBHANGA),FOR
DES03371,BAHEDA (EX DARBHANGA),FOR
DES03370,BANGHAT (EX DARBHANGA),FOR
DES03369,AUNSI (EX DARBHANGA),FOR
DES03368,ASHAPUR (EX DARBHANGA),FOR
DES03367,ALINAGAR (EX DARBHANGA),FOR
DES03366,WENA (EX WARS),EX
DES03365,WAZIRGUNJ (EX WARS),EX
DES03364,WARSALIGANJ TOWN (EX WARS),EX
DES03363,WARSALIGANJ  DUMP,FOR
DES03362,TUNGI (EX WARS),EX
DES03361,THEKAI (EX WARS),EX
DES03360,THAALI (EX WARS),EX
DES03359,TEUSA(EX WRS),FOR
DES03358,TELHARA (EX WARS),EX
DES03357,TEHTA (EX WARS),EX
DES03356,TARMA (EX WRS),EX
DES03355,SIRDALLA (EX WARS),FOR
DES03354,SILAO (EX WARISALIGANJ),EX
DES03353,SIKANDARA (EX WARS),EX
DES03352,SEKHOPUR BAZAAR (EX WARS),FOR
DES03351,SEIKHPURA (EX WARS),EX
DES03350,SATHOPUR (EX WARS),EX
DES03349,SARMERA (EX WARS),EX
DES03348,SARBAHDA (EX WRS),EX
DES03347,SAHOBIGHA (EX WARS),EX
DES03346,RUPOH (EX WARS),EX
DES03345,ROH (EX WARS),EX
DES03344,RANI BAZAR(EX WARS),EX
DES03343,RAJGIR (EX WARS),EX
DES03342,RAJAULI (EX WARS),EX
DES03341,RAHUI (EX WARS),EX
DES03340,PUNAWA (EX WARS),EX
DES03339,PAWAPURI (EX WARS),EX
DES03338,PARWALPUR (EX WARS),EX
DES03337,PAKRIBARAWAN (EX WARS),EX
DES03336,PADMAUL (EX WARS),EX
DES03335,NOORSARAI (EX WARS),EX
DES03334,NISCHALGANJ (EX WARS),EX
DES03333,NEMDARGANJ (EX WARS),EX
DES03332,NAWADA (EX WARS),EX
DES03331,NARHAT (EX WARS),EX
DES03330,NARDIGANJ (EX WARS),EX
DES03329,NALANDA (EX WARS),EX
DES03328,NAGARNAUSA (EX WARS),EX
DES03327,MINA BAZAR (EX WRS),EX
DES03326,MANPUR (EX WARS),EX
DES03325,MANJHWEY (EX WARS),FOR
DES03324,MADHOPUR (EX WARS),EX
DES03323,LAUND (EX WARS),EX
DES03322,KHIZERSARAI EX WARS,FOR
DES03321,KAWAKOL (EX WARS),EX
DES03320,KATRISARAI (EX WARS),EX
DES03319,KASHICHAK (EX WARS),EX
DES03318,KARIYADPUR(EX WRS),FOR
DES03317,KAJISARAI (EX WARS),EX
DES03316,KADIRGANJ (EX WARS),EX
DES03315,JEHANABAD(EX-WARS),FOR
DES03314,JAMHETA (EX WARS),EX
DES03313,HUSSAINA (EX WARS),EX
DES03312,HULASGANJ (EX WARS),EX
DES03311,HISUA (EX WARS),EX
DES03310,HILSA (EX WARS),EX
DES03309,HARNAUT (EX WARS),EX
DES03308,HALSI (EX WARS),EX
DES03307,GURARU (EX WARS),EX
DES03306,GOPI MORE (EX WARS),EX
DES03305,GOBINDPUR (EX WARS),EX
DES03304,GIRIYAK (EX WARS),EX
DES03303,GHOSI(EX WRS),FOR
DES03302,GAYA TOWN (EX WARS),EX
DES03301,FATEHPUR(EX WRS),FOR
DES03300,FATEHPUR MORE (EX WARS),EX
DES03299,EKANGER SARAI (EX WARS),EX
DES03298,DUMRICHATTI (EX WARS),EX
DES03297,DHIBAR (EX WARS),EX
DES03296,DHAMOULI (EX WARS),EX
DES03295,DEEPNAGAR (EX WARS),EX
DES03294,CHIRAILY(EX-WARS,FOR
DES03293,CHHOTI SEIKHPURA (EX WARS),EX
DES03292,CHEWADA (EX WARS),EX
DES03291,CHANDRADEEP (EX WARS),EX
DES03290,CHANDI (EX WARS),EX
DES03289,BODH-GAYA (EX WARS),EX
DES03288,BIND (EX WARS),EX
DES03287,BIHARSARIF (EX WARS),EX
DES03286,BATHANI (EX WARS),EX
DES03285,BAREB (EX WARS),EX
DES03284,BARDAHA (EX WARS),EX
DES03283,BARBIGHA (EX WARS),EX
DES03282,BARACHATTI (EX WARS),EX
DES03281,BAKSAUTI (EX WARS),EX
DES03280,BAGI BARDIHA (EX WARS),EX
DES03279,BADRAJJI (EX WARS),EX
DES03278,ATRI(EX-WARS),FOR
DES03277,ASTHAWAN (EX WARS),EX
DES03276,ANELA  (EX WARS),EX
DES03275,AMERIKA BIGHA (EX WARS),EX
DES03274,AMARUT (EX WARS),EX
DES03273,ALIGANJ (EX WARS),EX
DES03272,AKBARPUR (EX WARS),EX
DES03271,KURNHI(EX SARAI),EX
DES03270,CHAK SIKANDAR(EX SARAI),EX
DES03269,JANDAHA(EX SARAI),EX
DES03268,TESRI(EX SARAI),EX
DES03267,BIDUPUR(EX SARAI),EX
DES03266,CHAKOSAN(EX SARAI),EX
DES03265,DHAMAUL(EX SARAI),EX
DES03264,MAHNAR(EX SARAI),EX
DES03263,GHATARO(EX SARAI),EX
DES03262,VAISHALI(EX SARAI),EX
DES03261,LALGANJ(EX SARAI),EX
DES03260,KANHAULI(EX SARAI),EX
DES03259,BHAGWANPUR(EX SARAI),EX
DES03258,SARAI DUMP,EX
DES03257,HAROULI(EX SARAI),EX
DES03256,PATEPUR(EX SARAI),EX
DES03255,SUMERGANJ(EX SARAI),EX
DES03254,GARAUL(EX SARAI),EX
DES03253,BALIACHOWK(EX SARAI),EX
DES03252,BELSAR(EX SARAI),EX
DES03251,JARAN(EX SARAI),EX
DES03250,MALAND(EX SARAI),EX
DES03249,ANDARIGACHCHI(EX SARAI),EX
DES03248,GOARAIA(EX SARAI),EX
DES03247,PEERAPUR(EX SARAI),EX
DES03246,MANSURPUR(EX SARAI),EX
DES03245,HARPUR(EX SARAI),EX
DES03244,GAWAICH(EX SARAI),EX
DES03243,BAHUWARA(EX SARAI),EX
DES03242,CHIKNAUTA(EX SARAI),EX
DES03241,CHERA KALAN(EX SARAI),EX
DES03240,BAKSAWAN(EX SARAI),EX
DES03239,SAHPUR KHURD(EX SARAI),EX
DES03238,MAHUWA(EX SARAI),EX
DES03237,HAJIPUR(EX SARAI),EX
DES03236,UDAKISHUNGANJ EX SAHARSHA,FOR
DES03235,TRIVENIGANJ(EX SAHARSA),EX
DES03234,TRIVENGANJ EX SAHARSHA,FOR
DES03233,SUPAUL/TOWN(EX SAHARSA),EX
DES03232,SOURBAZAR EX SAHARSHA,EX
DES03231,SONBARSA RAJ(EX SAHARSA),EX
DES03230,SONBARSA EX SAHARSHA,EX
DES03229,SINGHESWAR EX SAHARSHA,EX
DES03228,SIMRIBAKTIYARPUR(EX SAHARSA),EX
DES03227,SIMRI BAKHTIARPUR EX SAHARSHA,EX
DES03226,SHANKARPUR EX SAHARSHA,EX
DES03225,SAURBAZAR(EX SAHARSA),EX
DES03224,SATTAR KATAIYA EX SAHARSHA,EX
DES03223,SARAIGARH(EX SAHARSA),EX
DES03222,SALKHUA/KHOPARIA(EX SAHARSA),EX
DES03221,SAHARSA DUMP,EX
DES03220,RAGHOPUR EX SAHARSHA,FOR
DES03219,PURANI EX SAHARSHA,EX
DES03218,PRATAPGANJ EX SAHARSHA,EX
DES03217,PIPRA EX SAHARSHA,EX
DES03216,PATARGHAT EX SAHARSHA,EX
DES03215,PACHGACHIA(EX SAHARSA),EX
DES03214,NIRMALI EX SAHARSHA,FOR
DES03213,NAUHATTA EX SAHARSHA,EX
DES03212,MURLIGANJ EX SAHARSHA,EX
DES03211,MARAUNA EX SAHARSHA,EX
DES03210,MAHISHI EX SAHARSHA,EX
DES03209,MADHEPURA/TOWN(EX SAHARSA),EX
DES03208,KUMARKHAND EX SAHARSHA,EX
DES03207,KISHANPUR EX SAHARSHA,EX
DES03206,KAHRA - EX SAHARSHA,EX
DES03205,GWALPARA EX SAHARSHA,EX
DES03204,GHELARDH EX SAHARSHA,EX
DES03203,GAMHARIYA EX SAHARSHA,EX
DES03202,CHOUSA EX SAHARSHA,EX
DES03201,CHHATAPUR EX SAHARSHA,EX
DES03200,BIHARIGANJ(EX SAHARSA),FOR
DES03199,BIHARIGANJ EX SAHARSHA,EX
DES03198,BASANTPUR(EX SAHARSA),EX
DES03197,BASANTPUR ANCHAL EX SAHARSHA,EX
DES03196,BANMA ITAHARI EX SAHARSHA,EX
DES03195,ALAMNAGAR EX SAHARSHA,FOR
DES03194,PRATAPGANJ,FOR
DES03193,SIMRAHI,FOR
DES03192,BHIMNAGAR,FOR
DES03191,BASANTPUR,FOR
DES03190,NIRMALI,FOR
DES03189,SARAIGARH,FOR
DES03188,KISHANPUR,FOR
DES03187,CHATAPUR,FOR
DES03186,TRIVENIGANJ,FOR
DES03185,PIPRA,FOR
DES03184,SUPAUL,FOR
DES03183,KUMARKHAND,FOR
DES03182,CHAUSA,FOR
DES03181,PURAINI,FOR
DES03180,ALAMNAGAR,FOR
DES03179,BIHARIGANJ,FOR
DES03178,UDAKISHUNGANJ,FOR
DES03177,GWALPARA,FOR
DES03176,MURLIGANJ,FOR
DES03175,GAMHARIA,FOR
DES03174,SINGHESHWAR,FOR
DES03173,MADHEPURA,FOR
DES03172,NAUHATTA,FOR
DES03171,PACHGACHIA,FOR
DES03170,PATARGHAT,FOR
DES03169,SALKHUWA/KHOPARIA,FOR
DES03168,SAUR BAZAR,FOR
DES03167,SONBARSA RAJ,FOR
DES03166,SIMRI BAKHTIYARPUR,FOR
DES03165,SAHARSA,FOR
DES03164,KHEMNICHAK,FOR
DES03163,SIPARA,FOR
DES03162,PUNPUN,FOR
DES03161,BEUR MORE,FOR
DES03160,PHULWARISHARIF,FOR
DES03159,LAKH,FOR
DES03158,NAUBATPUR,FOR
DES03157,PALIGANJ,FOR
DES03156,DULHIN BAZAR,FOR
DES03155,BIKRAM,FOR
DES03154,BIHTA,FOR
DES03153,MANER,FOR
DES03152,SHERPUR,FOR
DES03151,SAGUNA MORE,FOR
DES03150,DANAPUR,FOR
DES03149,DIGHA,FOR
DES03148,RAGHOPUR,FOR
DES03147,KACHCHI DARGAH,FOR
DES03146,FATUHA,FOR
DES03145,PANDARAK,FOR
DES03144,DANIYAWAN,FOR
DES03143,PABERI MORE,FOR
DES03142,HILSA,FOR
DES03141,MASAURHI,FOR
DES03140,GAURICHAK,FOR
DES03139,SAMPATCHAK,FOR
DES03138,PATNA CITY,FOR
DES03137,BARH,FOR
DES03136,BAKHTIYARPUR,FOR
DES03135,MASAURHI(EX-FATUA),FOR
DES03134,KURJI(EX-FATUA),EX
DES03133,PARSA(EX-FATUA),EX
DES03132,KURTHAUL(EX-FATUA),EX
DES03131,MANER(EX-FATUA),EX
DES03130,DULHIN BAZAR(EX-FATUA),EX
DES03129,ANISHABAD(EX-FATUA),EX
DES03128,PHULWARISARIF(EX-FATUA),EX
DES03127,PALI(EX-FATUA),EX
DES03126,NAUBATPUR(EX-FATUA),EX
DES03125,DIGHA(EX-FATUA),EX
DES03124,DANAPUR CANTT(EX-FATUA),EX
DES03123,SAGUNA MORE(EX-FATUA),EX
DES03122,GOLA ROAD(EX-FATUA),EX
DES03121,JAGDEO MAHATO PATH(EX-FATUA),EX
DES03120,VAISHALI(EX FATUWA),EX
DES03119,HULASGANJ (EX-FATUWA),EX
DES03118,HARNAUT (EX-FATUWA),EX
DES03117,ISLAMPUR (EX-FATUWA),EX
DES03116,BIHARSARIF (EX-FATUWA),EX
DES03115,EKANGARSARAI (EX-FATUWA),EX
DES03114,ATHMALGOLA (EX-FATUWA),EX
DES03113,SIPARA (EX-FATUWA),EX
DES03112,PATNA SADAR (EX-FATUWA),EX
DES03111,PATNA (EX-FATUWA),EX
DES03110,DAULATPUR (EX-FATUWA),EX
DES03109,GADAUL (EX-FATUWA),EX
DES03108,BHAGWANPUR (EX-FATUWA),EX
DES03107,HAJIPUR (EX-FATUWA),EX
DES03106,MANHAR (EX-FATUWA),EX
DES03105,SILOA (EX-FATUWA),EX
DES03104,PUNPUN (EX-FATUWA),EX
DES03103,PAWAPURI (EX-FATUWA),EX
DES03102,PALIGANJ (EX-FATUWA),EX
DES03101,NAUBATPUR (EX-FATUWA),EX
DES03100,FATUWA DUMP,EX
DES03099,KANHAULI (EX-FATUWA),EX
DES03098,KURHANI (EX-FATUWA),EX
DES03097,CHEHRAKALA (EX-FATUWA),EX
DES03096,CHAKOSAN (EX-FATUWA),EX
DES03095,BIHTA (EX- FATUWA),EX
DES03094,BARH (EX-FATUWA),EX
DES03093,BAKSAMA (EX-FATUWA),EX
DES03092,BAKTHIYARPUR (EX-FATUWA),EX
DES03091,ARRAH (EX-FATUWA),EX
DES03090,GORADIH (EX NAUGACHHIYA),EX
DES03089,ZERO MILE BARRIER (EX NAUGACHIA),EX
DES03088,TATARPUR (EX NAUGACHIA),EX
DES03087,SULTANGANJ (EX NAUGACHIA),EX
DES03086,SIMARIYA (EX NAUGACHIA),EX
DES03085,SANOKHAR (EX NAUGACHIA),EX
DES03084,SAHUPARWATTA (EX NAUGACHIA),EX
DES03083,SABAUR (EX NAUGACHIA),EX
DES03082,DUDHARI (EX-NAUGACHIA),EX
DES03081,PHULLIDOMAR (EX-NAUGACHIA),EX
DES03080,KHESAR (EX-NAUGACHIA),EX
DES03079,VIJAYHAT (EX-NAUGACHIA),EX
DES03078,DHORAIYA (EX-NAUGACHIA),EX
DES03077,PUNSIA (EX-NAUGACHIA),EX
DES03076,ASHARGANJ (EX-NAUGACHIA),EX
DES03075,SAMBHUGANJ (EX-NAUGACHIA),EX
DES03074,SHAHKUND (EX-NAUGACHIA),EX
DES03073,SANHOULA (EX-NAUGACHIA),EX
DES03072,SAHUPARWATTA (EX-NAUGACHIA),EX
DES03071,RANGRA CHOWK (EX-NAUGACHIA),EX
DES03070,PURAINI (EX-NAUGACHIA),EX
DES03069,NATHNAGAR (EX-NAUGACHIA),EX
DES03068,KHARIK (EX-NAUGACHIA),EX
DES03067,JAGDISHPUR (EX-NAUGACHIA),EX
DES03066,ISHMAILPUR (EX-NAUGACHIA),EX
DES03065,GOPALPUR (EX-NAUGACHIA),EX
DES03064,SAJAUR (EX NAUGACHIA),EX
DES03063,S M SCHOOL (EX NAUGACHIA),EX
DES03062,RAJENDRA PRASAD ROAD (EX NAUGACHIA),EX
DES03061,RAJAUN (EX NAUGACHIA),EX
DES03060,PIRPAINTI (EX NAUGACHIA),EX
DES03059,PARBATTI (EX NAUGACHIA),EX
DES03058,PACHGACHIYA (EX NAUGACHIA),EX
DES03057,NTPC ROAD (EX NAUGACHIA),EX
DES03056,NOORPUR (EX NAUGACHIA),EX
DES03055,NAUGACHIYA DUMP,EX
DES03054,NAUGACHIYA(EX NAUGACHIA),EX
DES03053,NARAYANPUR (EX NAUGACHIA),EX
DES03052,MIRJANHATT (EX NAUGACHIA),EX
DES03051,MIRJAN CHOWK (EX NAUGACHIA),EX
DES03050,MASAKCHAK (EX NAUGACHIA),EX
DES03049,MANDROJA (EX NAUGACHIA),EX
DES03048,KURSELA (EX NAUGACHIA),EX
DES03047,KATCHARI ROAD (EX NAUGACHIA),EX
DES03046,KATORIYA ROAD (EX NAUGACHIA),EX
DES03045,KAHALGAON (EX NAUGACHIA),EX
DES03044,JOKSAR (EX NAUGACHIA),EX
DES03043,JHIRWA (EX NAUGACHIA),EX
DES03042,JHANDA CHOWK (EX NAUGACHIA),EX
DES03041,JAIL ROAD (EX NAUGACHIA),EX
DES03040,HOSPITAL ROAD (EX NAUGACHIA),EX
DES03039,GORHATTA CHOWK (EX NAUGACHIA),EX
DES03038,GOLDARPATTI (EX NAUGACHIA),EX
DES03037,GHOGHA (EX NAUGACHIA),EX
DES03036,ENGLISH MORE (EX NAUGACHIA),FOR
DES03035,B N COLLEGE ROAD (EX NAUGACHIA),EX
DES03034,DR R P ROAD (EX NAUGACHIA),EX
DES03033,DPS SABAUR (EX NAUGACHIA),EX
DES03032,DHAMDAHA (EX NAUGACHIA),EX
DES03031,CHAMPANAGAR (EX NAUGACHIA),EX
DES03030,BUDHU CHAK (EX NAUGACHIA),EX
DES03029,BIHPUR (EX NAUGACHIA),EX
DES03028,BHIKHAMPUR (EX NAUGACHIA),EX
DES03027,BHAGALPUR LOCAL (EX NAUGACHIA),EX
DES03026,BAUNSI (EX NAUGACHIA),EX
DES03025,BANKA (EX NAUGACHIA),EX
DES03024,BAHADURPUR (EX NAUGACHIA),EX
DES03023,BADI KHANJARPUR (EX NAUGACHIA),EX
DES03022,AMARPUR (EX NAUGACHIA),EX
DES03021,ADAMPUR (EX NAUGACHIA),EX
DES03020,SURSAND (EX-MZFR),EX
DES03019,SUPPI (EX-MZFR),EX
DES03018,SONBARSHA (EX-MZFR),EX
DES03017,SITAMARHI (EX-MZFR),EX
DES03016,RUNNI SAIDPUR (EX-MZFR),EX
DES03015,RIGA (EX-MZFR),EX
DES03014,PUPRI (EX-MZFR),EX
DES03013,PARSAUNI (EX-MZFR),EX
DES03012,PARIHAR (EX-MZFR),EX
DES03011,NANPUR (EX-MZFR),EX
DES03010,MAJORGUNG (EX-MZFR),EX
DES03009,DUMRA (EX-MZFR),EX
DES03008,CHOROTH (EX-MZFR),EX
DES03007,BOKHRA (EX-MZFR),EX
DES03006,BELSAND (EX-MZFR),EX
DES03005,BATNAHA (EX-MZFR),EX
DES03004,BAJPATTI (EX-MZFR),EX
DES03003,BAIRGANIYA (EX-MZFR),EX
DES03002,SARIYA (EX-MZFR),EX
DES03001,SAKRA (EX-MZFR),EX
DES03000,SAHEBJUNG (EX-MZFR),EX
DES02999,PAROO (EX-MZFR),EX
DES02998,MUZAFFURPUR DUMP,EX
DES02997,MUSAHARI (EX- MZFR),EX
DES02996,MINAPUR (EX-MZFR),EX
DES02995,MARWAN (EX-MZFR),EX
DES02994,KURANHI (EX-MFZR),EX
DES02993,KATRA (EX-MZFR),EX
DES02992,KAPLESHWARASTHAN (DARBHANGA),FOR
DES02991,KANTI (EX - MFZR),EX
DES02990,GHAYGHAT (EX-MZFR),EX
DES02989,DILWARPUR,FOR
DES02988,DHOLI (EX -MZFR),EX
DES02987,BOCHAHA (EX-MFZR),EX
DES02986,BARURAJ (EX-MZFR),EX
DES02985,BANDRA (EX-MZFR),EX
DES02984,BAHERI (DARBHANGA),FOR
DES02983,AURAHI (EX-MZFR),EX
DES02982,MOKAMA(EX LAKHISARAI),EX
DES02981,NAWGHARHI(EX LAKHISARAI),EX
DES02980,TETIYABABER (EX LAKHISARAI),EX
DES02979,TARAPUR(EX LAKHISARAI),EX
DES02978,SANGRAMPUR(EX LAKHISARAI),EX
DES02977,SADAR MUNGER(EX LAKHISARAI),EX
DES02976,JAMALPUR(EX LAKHISARAI),EX
DES02975,HAVELI KHARAGPUR(EX LAKHISARAI),EX
DES02974,DHARAHARA(EX LAKHISARAI),EX
DES02973,BARIYARPUR(EX LAKHISARAI),EX
DES02972,ASARGANJ(EX LAKHISARAI),EX
DES02971,KHARAGPUR (EX LAKHISARAI),EX
DES02970,RATANPURA(EX LAKHISARAI),EX
DES02969,ALIGANJ(EX LAKHISARAI),EX
DES02968,SONE(EX LAKHISARAI),EX
DES02967,SIKANDRA(EX LAKHISARAI),EX
DES02966,LAXMIPUR(EX LAKHISARAI),EX
DES02965,JHAJHA(EX LAKHISARAI),EX
DES02964,ALIGANG(EX LAKHISARAI),EX
DES02963,GIDHUR(EX LAKHISARAI),EX
DES02962,CHAKAT(EX LAKHISARAI),EX
DES02961,BARHAT(EX LAKHISARAI),EX
DES02960,LAKHISARAI DUMP,EX
DES02959,LAKHISARAI LOCAL,FOR
DES02958,MEDNICHOKI(EX LAKHISARAI),EX
DES02957,TATARHAT(EX LAKHISARAI),EX
DES02956,KAJRA(EX LAKHISARAI),EX
DES02955,ABHAYPUR(EX LAKHISARAI),EX
DES02954,SURJGARHA(EX LAKHISARAI),EX
DES02953,RAMGHADH(EX LAKHISARAI),EX
DES02952,HALSI(EX LAKHISARAI),EX
DES02951,MANANPUR(EX LAKHISARAI),EX
DES02950,BARHIYA( EX LAKHISARAI),FOR
DES02949,PALASI,FOR
DES02948,KURSAKANTA,FOR
DES02947,KALIAGANJ(KNE),FOR
DES02946,BATHNAHA,FOR
DES02945,RANIGANJ (KNE),FOR
DES02944,JOGBANI,FOR
DES02943,FORBESGANJ,FOR
DES02942,ARARIA,FOR
DES02941,DIGHALBANK,FOR
DES02940,POWAKHALI,FOR
DES02939,LOHAGARA,FOR
DES02938,BARIZAN,FOR
DES02937,ALTA,FOR
DES02936,GALGALIA(KNE),FOR
DES02935,MAJHGAWAN,FOR
DES02934,KOCHADHAMAN,FOR
DES02933,BARBATTA,FOR
DES02932,JOKI,FOR
DES02931,BAHADURGANJ,FOR
DES02930,BELWA,FOR
DES02929,DAMALBARI,FOR
DES02928,CHATTARGACHCH,FOR
DES02927,POTHIA,FOR
DES02926,KISHANGANJ,FOR
DES02925,THAKURGANJ,FOR
DES02924,THAKURGANJ (EX KISHANGANJ),EX
DES02923,TERHAGACHH (EX KISHANGANJ),EX
DES02922,RANIGANJ (KNE) (EX-KISHANGANJ),EX
DES02921,PURNEA (EX-KISHANGANJ),EX
DES02920,POWAKHALI (EX-KISHANGANJ),EX
DES02919,POTHIA (EX KISHANGANJ),EX
DES02918,PALASI (EX-KISHANGANJ),EX
DES02917,MAJHGAWAN (EX-KISHANGANJ),EX
DES02916,LOHAGARA (EX-KISHANGANJ),EX
DES02915,KURSAKANTA (EX-KISHANGANJ),EX
DES02914,KOCHADHAMAN (EX KISHANGANJ),EX
DES02913,KISHANGANJ DUMP,EX
DES02912,KALIAGANJ(KNE) (EX-KISHANGANJ),EX
DES02911,JOKI (EX-KISHANGANJ),EX
DES02910,JOGBANI (EX-KISHANGANJ),EX
DES02909,GALGALIA(KNE) (EX-KISHANGANJ),EX
DES02908,FORBESGANJ (EX-KISHANGANJ),EX
DES02907,DIGHAL BANK (EX-KISHANGANJ),EX
DES02906,DAMALBARI (EX-KISHANGANJ),EX
DES02905,DAGARUA (EX-KISHANGANJ),EX
DES02904,CHATTARGACHCH (EX-KISHANGANJ),EX
DES02903,BATHNAHA (EX-KISHANGANJ),EX
DES02902,BARIZAN (EX-KISHANGANJ),EX
DES02901,BARBATTA (EX-KISHANGANJ),EX
DES02900,BAISI (EX-KISHANGANJ),EX
DES02899,BAHADURGANJ (EX-KISHANGANJ),EX
DES02898,ARARIA (EX-KISHANGANJ),EX
DES02897,AMOUR (EX-KISHANGANJ),EX
DES02896,SRINAGAR (EX KATIHAR),EX
DES02895,SONAILY (KADWA) (EX KATIHAR),EX
DES02894,SAMELI (EX KATIHAR),EX
DES02893,SALMARI (EX-KATIHAR),EX
DES02892,RUPOULI (EX KATIHAR),EX
DES02891,ROSANA (PRANPUR ) (EX KATIHAR),EX
DES02890,PURNEA (EX KATIHAR),EX
DES02889,POTHIYA (EX-KATIHAR),EX
DES02888,MANSAHI (EX KATIHAR),EX
DES02887,MANIHARI (EX KATIHAR),EX
DES02886,LAVA (EX-KATIHAR),EX
DES02885,KURSELA (EX KATIHAR),EX
DES02884,KORHA (EX KATIHAR),EX
DES02883,KATIHAR DUMP,EX
DES02882,KASBA (EX KATIHAR),EX
DES02881,K NAGAR ( EX KATIHAR),EX
DES02880,JALALGARH (EX KATIHAR),EX
DES02879,HASANGANJ (EX KATIHAR),EX
DES02878,FALKA (EX KATIHAR),EX
DES02877,DHAMDAHA (EX KATIHAR),EX
DES02876,DANGKHORA (EX KATIHAR),EX
DES02875,DAGARUA (EX KATIHAR),EX
DES02874,BHAWANIPUR (EX KATIHAR),EX
DES02873,BARSOI (EX KATIHAR),EX
DES02872,BARHARAKOTHI (EX KATIHAR),EX
DES02871,BARARI (EX KATIHAR),EX
DES02870,BANMANKHI (EX KATIHAR),EX
DES02869,BALRAMPUR (EX KATIHAR),EX
DES02868,BAISI (EX KATIHAR),EX
DES02867,BAISA (EX KATIHAR),EX
DES02866,AZAMNAGAR (EX KATIHAR),EX
DES02865,AMOUR (EX KATIHAR),EX
DES02864,AMADABAD(SALMARI) (EX KATIHAR),EX
DES02863,WAZIRGANJ (EX GAYA),EX
DES02862,TEUSA (EX GAYA),EX
DES02861,TEKARI (EX GAYA),EX
DES02860,TEHTA (EX GAYA),EX
DES02859,TARMA (EX GAYA),EX
DES02858,TANKUPPA (EX GAYA),EX
DES02857,SRI GAON (EX GAYA),EX
DES02856,SOBH (G T ROAD) (EX GAYA),EX
DES02855,SHERGHATI (G T ROAD) (EX GAYA),FOR
