Destination Code,Destination Name,ex_for_type
DES01858,GABINDPUR,FOR
DES01857,FAKIRTILA,FOR
DES01856,DUTTAPUR - RAKESHNAGAR,FOR
DES01855,DUTTAPUR - MURZATKANDI,FOR
DES01854,DUTTAPUR - MODONMOHON,FOR
DES01853,DUTTAPUR - GAMARIA,FOR
DES01852,DUTTAPUR - DUTTA PUR,FOR
DES01851,DUTTAPUR - DORGABOND,FOR
DES01850,DUTTAPUR - BORTAL,FOR
DES01849,DUTTAPUR - BASLA,FOR
DES01848,DUTTAPUR - BAGARGOL,FOR
DES01847,DUTTAPUR - ANGLABAZAR,FOR
DES01846,DUTTAPUR - ADARKONA,FOR
DES01845,DUTTAPUR,FOR
DES01844,DUMP - SILCHAR,FOR
DES01843,DUMP - KALAIN,FOR
DES01842,DUMP - FOOLARTAL,FOR
DES01841,DUMP - BADARPUR 2 (MALUA),FOR
DES01840,DUMP - BADARPUR 1 (BADARPURGHAT),FOR
DES01839,DULLAVCHERRA - SONA TOLA,FOR
DES01838,DULLAVCHERRA - CHERAGI (D),FOR
DES01837,DULLAV CHERRA,FOR
DES01836,DUHALIA,FOR
DES01835,DOWERBOND - ROSEKANDI,FOR
DES01834,DOWERBOND - LOWERBOND,FOR
DES01833,DOWERBOND - DOWERBOND,FOR
DES01832,DOWARBOND,FOR
DES01831,DORGAKONA,FOR
DES01830,DHOLAI,FOR
DES01829,CONTECHCHERRA,FOR
DES01828,CHURAI BARI,FOR
DES01827,CHOTOJALANGA,FOR
DES01826,CHORGULA,FOR
DES01825,CHAWRANGHI,FOR
DES01824,CHANKIRA - SONAKIRA,FOR
DES01823,CHANKIRA - SOLGOI,FOR
DES01822,CHANKIRA - RADHAPAYARI,FOR
DES01821,CHANKIRA - KOLKOLIGHAT,FOR
DES01820,CHANKIRA - HATHIKHIRA,FOR
DES01819,CHANKIRA - DEFOLALA,FOR
DES01818,CHANKIRA - CHANKIRA,FOR
DES01817,CHANKIRA - BAITAKHAL,FOR
DES01816,CHAMELA BAZAR,FOR
DES01815,BRAMHAN SASHO,FOR
DES01814,BOURGHAT,FOR
DES01813,BORKHOLA - UJANGRAM,FOR
DES01812,BORKHOLA - JARULTALA,FOR
DES01811,BORKHOLA - JALAGRAM,FOR
DES01810,BORKHOLA - DOLU,FOR
DES01809,BORKHOLA - DOLCHEERA,FOR
DES01808,BORKHOLA - DLOU T E,FOR
DES01807,BORKHOLA - CHERAGI,FOR
DES01806,BORKHOLA - CHANDRANATHPUR,FOR
DES01805,BORKHOLA - CHANDRA NATHPUR,FOR
DES01804,BORKHOLA - BORKHOLA,FOR
DES01803,BORKHOLA - BIHARA BAZAR,FOR
DES01802,BORKHOLA - BARAPUA,FOR
DES01801,BORKHOLA - BABURBAZAR,FOR
DES01800,BORKHOLA - BABUR BAZAR,FOR
DES01799,BORJATRAPUR - UJJAN GRAM,FOR
DES01798,BORJATRAPUR - SHANTIPUR,FOR
DES01797,BORJATRAPUR - RANIGHAT,FOR
DES01796,BORJATRAPUR - MOHANPUR (B),FOR
DES01795,BORJATRAPUR - MASIMPUR,FOR
DES01794,BORJATRAPUR - LASKAR BAZAR,FOR
DES01793,BORJATRAPUR - KHAMBAR BAZAR,FOR
DES01792,BORJATRAPUR - JATRAPUR,FOR
DES01791,BORJATRAPUR - JATINGAMUKH,FOR
DES01790,BORJATRAPUR - GHONIGRAM,FOR
DES01789,BORJATRAPUR - CHANDPUR,FOR
DES01788,BORJATRAPUR - BORJATRAPUR,FOR
DES01787,BORJATRAPUR - BHANGARPAR,FOR
DES01786,BORJATRAPUR - BALIGHAT,FOR
DES01785,BORJATRAPUR - ARUNACHAL,FOR
DES01784,BORJALANGA - IRONGMARA,FOR
DES01783,BORJALANGA - IRONGAMARA,FOR
DES01782,BORJALANGA - DAKBANGLOW,FOR
DES01781,BORJALANGA - CHOTA JALANGA,FOR
DES01780,BORJALANGA,FOR
DES01779,BOALIPAR,FOR
DES01778,BIHARA,FOR
DES01777,BHANGA - NANDAPUR,FOR
DES01776,BHANGA - MAKAI BHANGHA,FOR
DES01775,BHANGA - LAMAJOUR,FOR
DES01774,BHANGA - JABAINPUR,FOR
DES01773,BHANGA - CHARGOLA,FOR
DES01772,BHANGA - BHANGHA,FOR
DES01771,BHANGA - AURANGBAD,FOR
DES01770,BHAIROVI - BHAIROVI,FOR
DES01769,BAZARI CHERRA,FOR
DES01768,BAZAR GHAT,FOR
DES01767,BARKHOLA,FOR
DES01766,BARJATRAPUR,FOR
DES01765,BARJATRA PUR,FOR
DES01764,BARIGRAM,FOR
DES01763,BARAKHALA,FOR
DES01762,BANSKANDI - UJJANTARAPUR,FOR
DES01761,BANSKANDI - PURAN BASKANDI,FOR
DES01760,BANSKANDI - NUTUN DAYAPUR,FOR
DES01759,BANSKANDI - KASHIPUR,FOR
DES01758,BANSKANDI - GOBINDPUR,FOR
DES01757,BANSKANDI - BASKANDI,FOR
DES01756,BANSKANDI - BAGPUR,FOR
DES01755,BANSKANDI - BADARIPAR,FOR
DES01754,BANSKANDI - BADARI BASTI,FOR
DES01753,BANSKANDI - ARKATIPUR,FOR
DES01752,BANDARKHAL - BANDARKHAL,FOR
DES01751,BALIA BAZAR,FOR
DES01750,BADARPUR DUMP,EX
DES01749,BADARPUR- 1 DUMP,EX
DES01748,BADARPUR - SWISGATE,FOR
DES01747,BADARPUR - SRIGOURI,FOR
DES01746,BADARPUR - PANCHGRAM,FOR
DES01745,BADARPUR - MOHANPUR,FOR
DES01744,BADARPUR - MALUA,FOR
DES01743,BADARPUR - MALOA,FOR
DES01742,BADARPUR - KATIRAIL,FOR
DES01741,BADARPUR - KATIGARAH,FOR
DES01740,BADARPUR - JUMBASTI,FOR
DES01739,BADARPUR - JALAPUR,FOR
DES01738,BADARPUR - DUDHPUR,FOR
DES01737,BADARPUR - DHOLESHOR,FOR
DES01736,BADARPUR - CHUARANGI,FOR
DES01735,BADARPUR - CHOURANGI,FOR
DES01734,BADARPUR - BADARPURGHAT,FOR
DES01733,BADARPUR - BADARPUR (TOWN),FOR
DES01732,BADARPUR,FOR
DES01731,BABA HOTEL,FOR
DES01730,ASHIMGANJ - TUKAR BAZAR,FOR
DES01729,ASHIMGANJ - TALTALA,FOR
DES01728,ASHIMGANJ - SONBIL,FOR
DES01727,ASHIMGANJ - PATHERKANDI,FOR
DES01726,ASHIMGANJ - MAINA BAZAR,FOR
DES01725,ASHIMGANJ - KUOTKUNA,FOR
DES01724,ASHIMGANJ - KHANAI BAZAR,FOR
DES01723,ASHIMGANJ - GULCHEERA,FOR
DES01722,ASHIMGANJ - GOBINDGANJ,FOR
DES01721,ASHIMGANJ - FARIR MUKH,FOR
DES01720,ASHIMGANJ - FAKUA,FOR
DES01719,ASHIMGANJ - ERALIGOOL,FOR
DES01718,ASHIMGANJ - DOHALIA,FOR
DES01717,ASHIMGANJ - CHAMELA  (A),FOR
DES01716,ASHIMGANJ - BINODINI BAZAR,FOR
DES01715,ASHIMGANJ - BAZARGHAT,FOR
DES01714,ASHIMGANJ - ASHIMGANJ,FOR
DES01713,ASHIMGANJ - ARELIGUL,FOR
DES01712,ANIPUR - RATABARI,FOR
DES01711,ANIPUR - R.K. NAGAR,FOR
DES01710,ANIPUR - NIVIA,FOR
DES01709,ANIPUR - KANAI BAZAR,FOR
DES01708,ANIPUR - KALIBARI,FOR
DES01707,ANIPUR - KADAMTALA,FOR
DES01706,ANIPUR - GANDHI NAGAR,FOR
DES01705,ANIPUR - DULLAVCHERRA,FOR
DES01704,ANIPUR - CHAMELABAZAR,FOR
DES01703,ANIPUR - BIDYANAGAR,FOR
DES01702,ANIPUR - ANIPUR,FOR
DES01701,ALGAPUR - UTTAR NARAYANPUR,FOR
DES01700,ALGAPUR - MOHONPUR,FOR
DES01699,ALGAPUR - JANKIBAZAR,FOR
DES01698,ALGAPUR - GULALIA BAZAR,FOR
DES01697,ALGAPUR - CIPRASANGAN,FOR
DES01696,ALGAPUR - ALGAPUR TIMUKA,FOR
DES01695,ALGAPUR - ALGAPUR,FOR
DES01694,ALGABAZAR,FOR
DES01693,ZOKHAWTHAR,FOR
DES01692,ZOBAWK,FOR
DES01691,WEST PHALLENG,FOR
DES01690,VAIRENGTEE,FOR
DES01689,TUIPANG (EX-THENZAWL),FOR
DES01688,TUIPANG,FOR
DES01687,THINGSULTHLIAH,FOR
DES01686,THENZAWL DUMP,FOR
DES01685,THENZAWL,FOR
DES01684,SERCHIP (EX-THENZAWL),FOR
DES01683,SERCHIP,FOR
DES01682,SELLING,FOR
DES01681,SAITUAL,FOR
DES01680,SAIRANG,FOR
DES01679,SAIHA (EX-THENZAWL),FOR
DES01678,SAIHA,FOR
DES01677,RAWPUICHHIP,FOR
DES01676,RATU,FOR
DES01675,PHULLEN,FOR
DES01674,NH54 DUMP(AIZWAL),FOR
DES01673,NGOPA,FOR
DES01672,NATHEIL (EX-THENZAWL),FOR
DES01671,NATHEIL,FOR
DES01670,MAMIT,FOR
DES01669,LUNGSEN (EX-THENZAWL),FOR
DES01668,LUNGSEN,FOR
DES01667,LUNGLEI (EX-THENZAWL),FOR
DES01666,LUNGLEI,FOR
DES01665,LONGTLAI (EX-THENZAWL),FOR
DES01664,LONGTLAI,FOR
DES01663,KOLASIB,FOR
DES01662,KHAWZAWL,FOR
DES01661,KHAWLAILUNG,FOR
DES01660,KHAWDUNGSEI,FOR
DES01659,KHAWBUNG,FOR
DES01658,KEIFANG,FOR
DES01657,KAWNPUI,FOR
DES01656,KAWNPUI,FOR
DES01655,KAWLKULH,FOR
DES01654,HAULAWANG (EX-THENZAWL),FOR
DES01653,HAULAWANG,FOR
DES01652,EAST LUNGDER,FOR
DES01651,DEMAGIRI (EX-THENZAWL),FOR
DES01650,DEMAGIRI,FOR
DES01649,DARLAWN,FOR
DES01648,CHAWNGTEE (EX-THENZAWL),FOR
DES01647,CHAWNGTEE,FOR
DES01646,CHAMPAI,FOR
DES01645,BUNGTLANG SOUTH (EX-THENZAWL),FOR
DES01644,BUNGTLANG SOUTH,FOR
DES01643,AIZWAL DUMP,EX
DES01642,AIZWAL,FOR
DES01641,AIBAWK,FOR
DES01640,SALEMA,FOR
DES01639,PECHARTAL,FOR
DES01638,PANISAGAR,FOR
DES01637,MONU,FOR
DES01636,MASMARA,FOR
DES01635,KUMARGHAT,FOR
DES01634,KULAI,FOR
DES01633,KANCHANPUR,FOR
DES01632,KAMALPUR,FOR
DES01631,KAILASHWAR,FOR
DES01630,KAILASHAR,FOR
DES01629,HALAHALI,FOR
DES01628,GONDACHERA,FOR
DES01627,DOLUBARI,FOR
DES01626,DHARMANAGAR DUMP,EX
DES01625,DHARAMNAGAR,FOR
DES01624,DASDA,FOR
DES01623,DAMCHIRA (DHARMANAGAR),FOR
DES01622,CHURAIBARI DUMP,EX
DES01621,CHAMTILA,FOR
DES01620,CHAILENGTHA,FOR
DES01619,BAGBASA,FOR
DES01618,AMBASA,FOR
DES01617,82 MILE,FOR
DES01616,UDAIPUR DUMP,FOR
DES01615,UDAIPUR BAZAR,FOR
DES01614,UDAIPUR,FOR
DES01613,TEPENIA (AGT),FOR
DES01612,TELIAMURA,FOR
DES01611,SONAMURA (AGT),FOR
DES01610,SHANTI BAZAR,FOR
DES01609,SANTIR BAZAR (AGT),FOR
DES01608,PUTIA (AGT),FOR
DES01607,PALATANA,FOR
DES01606,NATUN BAZAR (AGT),FOR
DES01605,MELAGHAR,FOR
DES01604,MANU BAZAR (AGT),FOR
DES01603,KILLA BLOCK (AGT),FOR
DES01602,KHOWAI,FOR
DES01601,JIRANIA (RAIL YARD),FOR
DES01600,BISHALGARH,FOR
DES01599,BELONIA,FOR
DES01598,AMARPUR (AGT),FOR
DES01597,AGARTALA VIA TELIAMURA,FOR
DES01596,AGARTALA DUMP,EX
DES01595,AGARTALA,FOR
DES01594,TIRAP (TSK),FOR
DES01593,TIPLING,FOR
DES01592,TINSUKIA DUMP,EX
DES01591,TINSUKIA - TINSUKIA,FOR
DES01590,TINSUKIA - BAHADUR CHARIALI,FOR
DES01589,TINKHANG - TINKHANG,FOR
DES01588,TINKHANG - RAJGARH,FOR
DES01587,TINGRAI (TSK),FOR
DES01586,TINGKHONG,FOR
DES01585,TEZU-SUNPURA - PARSURAMKUND(AP),FOR
DES01584,TENGAKHAT (DULIAJAN) - DULIAJAN (IOCL),FOR
DES01583,TENGAKHAT (DULIAJAN) - DULIAJAN,FOR
DES01582,TENGAKHAT (BORBIL) - NAHOLIA,FOR
DES01581,TENGAKHAT (BORBIL) - MADHUTING,FOR
DES01580,TENGAKHAT (BORBIL) - BORBIL,FOR
DES01579,TENGAKHAT (BORBIL) - BOKOLUNI,FOR
DES01578,TENGAKHAT (BORBIL) - BOGAPANI,FOR
DES01577,TENGAKHAT (BORBIL) - BHADOI PANCHALI,FOR
DES01576,TENGAKHAT - TENGAKHAT,FOR
DES01575,TALAB,FOR
DES01574,SEGUNBARI (TSK),FOR
DES01573,SADYA - SAIKHOWAGHAT,FOR
DES01572,SADYA - DHOLLA,FOR
DES01571,RUPAI (TSK),FOR
DES01570,PHILLOBARI (TSK),FOR
DES01569,PENGRI,FOR
DES01568,PAWAI (TSK),FOR
DES01567,PANITOLA ( CHABUA) - HATHIALI,FOR
DES01566,PANITOLA ( CHABUA) - DIKOM,FOR
DES01565,PANITOLA ( CHABUA) - CHENGLIJAN,FOR
DES01564,PANITOLA ( CHABUA) - CHABUA,FOR
DES01563,PANITOLA ( CHABUA) - BALIJAN,FOR
DES01562,PANITOLA ( CHABUA) - ALIMUR,FOR
DES01561,PANITOLA - PANITOLA,FOR
DES01560,PANITOLA - KANJIKHOWA,FOR
DES01559,PANITOLA - DINJAN,FOR
DES01558,NAMSAI-1 - CHOWKHAM(AP),FOR
DES01557,NAMSAI - NAMSAI(AP),FOR
DES01556,NAMCHI GATE (TSK),FOR
DES01555,NAHOLIA (DIB),FOR
DES01554,NADUWA,FOR
DES01553,MORAN,FOR
DES01552,MIAO - KHARSANG(AP),FOR
DES01551,MARGHERITA - SEGUNBARI,FOR
DES01550,MARGHERITA - POWAI,FOR
DES01549,MARGHERITA - PENGAREE,FOR
DES01548,MARGHERITA - MARGHERITA,FOR
DES01547,MARGHERITA - LAKHI PATHAR,FOR
DES01546,MARGHERITA - GOLAI,FOR
DES01545,MARGHERITA - DIGBOI,FOR
DES01544,MADHUTING (DIB),FOR
DES01543,LEPETKETA,FOR
DES01542,LEKHAPANI (LEDO),FOR
DES01541,LEDO - TIRAP,FOR
DES01540,LEDO - LEKHAPANI,FOR
DES01539,LEDO - LEDO,FOR
DES01538,LEDO - JAGUN,FOR
DES01537,LEDO - BORDUMSA,FOR
DES01536,LEDO - BARGOLAI,FOR
DES01535,LAHOL,FOR
DES01534,LAHOAL - MOHANBARI,FOR
DES01533,LAHOAL - LAHOAL,FOR
DES01532,LAHOAL - CHAULKHOWA,FOR
DES01531,LAHOAL - BOKEL,FOR
DES01530,KHOWEANG GHAT,FOR
DES01529,KHOWANG - MORANHAT,FOR
DES01528,KHOWANG - KHOWANG,FOR
DES01527,KHOWANG - BAMUNBARI,FOR
DES01526,KHARSANG - NAMCHIK(AP),FOR
DES01525,KATHALGURI (DIB),FOR
DES01524,KANJIKHOWA (TSK),FOR
DES01523,KAKOPATHER,FOR
DES01522,KAKOPATHAR (RUPAI) - TALAP,FOR
DES01521,KAKOPATHAR (RUPAI) - RUPAI,FOR
DES01520,KAKOPATHAR (RUPAI) - DUMDUMA,FOR
DES01519,KAKOPATHAR - PHILLOBARI,FOR
DES01518,KAKOPATHAR - KAKOPATHAR,FOR
DES01517,KAKOPATHAR - DIRAK,FOR
DES01516,JAYPUR (SASONI) - SASONI,FOR
DES01515,JAYPUR - NAMRUP,FOR
DES01514,JAYPUR - NAHARKATIA,FOR
DES01513,JAYPUR - JAIPUR,FOR
DES01512,JAMIRA,FOR
DES01511,JAIRAMPUR (TSK),FOR
DES01510,JAIRAMPUR - JAIRAMPUR(AP),FOR
DES01509,ITAKHULI - TINGRAI,FOR
DES01508,ITAKHULI - BORDUBI,FOR
DES01507,HATHIALI (DIB),FOR
DES01506,HAPJAN (TSK),FOR
DES01505,HAPJAN - MAKUM,FOR
DES01504,HAPJAN - HAPJAN,FOR
DES01503,HAPJAN - HANSARA,FOR
DES01502,HAPJAN - BARHAPJAN,FOR
DES01501,HANSARA (TSK),FOR
DES01500,GOLAI (TSK),FOR
DES01499,DOOMDUMA,FOR
DES01498,DIROK GATE (TSK),FOR
DES01497,DINJAN (TSK),FOR
DES01496,DICOM,FOR
DES01495,DIBRUGARH DUMP,EX
DES01494,DIBRUGARH - DIBRUGARH,FOR
DES01493,DIBRUGARH - DIB. UNIVERSITY,FOR
DES01492,DHOLA,FOR
DES01491,DHOLA,FOR
DES01490,CHAULKHOWA (DIB),FOR
DES01489,BORDUMOHA (TSK),FOR
DES01488,BORBARUAH,FOR
DES01487,BOKULONI CHARALI,FOR
DES01486,BOKEL (DIB),FOR
DES01485,BHADOI PANCHALI (DIB),FOR
DES01484,BARGOLAI (TSK),FOR
DES01483,BARBARUAH (BOGIBIL) - BOGIBIL,FOR
DES01482,BARBARUAH - LEPETKATA,FOR
DES01481,BARBARUAH - JAMIRAH,FOR
DES01480,BARBARUAH - BARBARUAH,FOR
DES01479,BALIJAN (DIB),FOR
DES01478,BAHADUR CHARIALI (TSK),FOR
DES01477,BABANBARI (DIB),FOR
DES01476,ALIMUR (DIB),FOR
DES01475,TITABOR - TITABOR TINALI,FOR
DES01474,TITABOR - TITABOR NOALI,FOR
DES01473,TITABOR - TITABOR,FOR
DES01472,TITABOR - RONGAJAN,FOR
DES01471,TITABOR - MELAMATI,FOR
DES01470,TITABOR - MADHAVPUR,FOR
DES01469,TITABOR - KHORIKATIA,FOR
DES01468,TITABOR - BORHOLLA,FOR
DES01467,SONARI - SONARI,FOR
DES01466,SONARI - MYBELLA,FOR
DES01465,SIVSAGAR - SIVSAGAR,FOR
DES01464,SIVSAGAR - RUDRASAGAR,FOR
DES01463,SIVSAGAR - RANGGHAR,FOR
DES01462,SIVSAGAR - NAMTI,FOR
DES01461,SIVSAGAR - KALUGAON,FOR
DES01460,SIVSAGAR - JOYSAGAR,FOR
DES01459,SIVSAGAR - GOURISAGAR,FOR
DES01458,SIVSAGAR - BYPASS TINALI,FOR
DES01457,SIMALGUDI,FOR
DES01456,SIBSAGAR,FOR
DES01455,SELENGHAT - NAUKACHARI,FOR
DES01454,SELENGHAT - MARIYANI,FOR
DES01453,SELENGHAT - KAKOJAN T.E.,FOR
DES01452,SELENGHAT - KAITHALGURI,FOR
DES01451,SELENGHAT - DEBERAPARA,FOR
DES01450,SAPEKHATI - SAPEKHATI,FOR
DES01449,SAPEKHATI - BORHAT,FOR
DES01448,SAPEHKATI,FOR
DES01447,NETAI PUKHURI,FOR
DES01446,NAZIRA - SONPURA,FOR
DES01445,NAZIRA - SIMULGURI,FOR
DES01444,NAZIRA - GORMUR,FOR
DES01443,NAZIRA - GELEKY,FOR
DES01442,NAZIRA - BIHUBAR,FOR
DES01441,NAZIRA - BALIGHAT (NAZIRA),FOR
DES01440,NAZIRA,FOR
DES01439,NAMTI (SIB),FOR
DES01438,KHANAMUKH,FOR
DES01437,KALIAPANI - TEOK,FOR
DES01436,KALIAPANI - MIDHAGHAT,FOR
DES01435,KALIAPANI - JAGDUAR,FOR
DES01434,KALIAPANI - HANSARA,FOR
DES01433,KALIAPANI - BIDYAPURI,FOR
DES01432,KALIAPANI - BAMUN PUKHURI,FOR
DES01431,KALIAPANI - BADULPUKHURI,FOR
DES01430,JAYSAGAR,FOR
DES01429,JAJI,FOR
DES01428,HALOATING,FOR
DES01427,GAURISAGAR,FOR
DES01426,DEMOW - SEPON,FOR
DES01425,DEMOW - NITAIPUKHURI,FOR
DES01424,DEMOW - LAKUWA,FOR
DES01423,DEMOW - DEMOW,FOR
DES01422,BORHAT (SIB),FOR
DES01421,BOGIDOL (SIB),FOR
DES01420,AMGURI - JHANJI,FOR
DES01419,AMGURI - JAMUGURI,FOR
DES01418,AMGURI - HALUATING,FOR
DES01417,AMGURI - AMGURI,FOR
DES01416,AMGUDI,FOR
DES01415,SARUPATHAR,FOR
DES01414,RANGAJAN,FOR
DES01413,NUMALIGARH,FOR
DES01412,NAHORUNI,FOR
DES01411,MERAPANI,FOR
DES01410,KURALGURI (GOL),FOR
DES01409,KHUNTAI,FOR
DES01408,KANAIGHAT (GOL),FOR
DES01407,KAMARGAON,FOR
DES01406,KAMARBONDHA,FOR
DES01405,KAMARBANDHA,FOR
DES01404,JAMUGURI (GOLAGHAT),FOR
DES01403,GORUMARA,FOR
DES01402,GOLAGHAT,FOR
DES01401,FURKATING (GOL),FOR
DES01400,DHEKYAL,FOR
DES01399,DERGAON,FOR
DES01398,BOKAGHAT,FOR
DES01397,BARPATHER,FOR
DES01396,BANGAON (GOL),FOR
DES01395,BADULIPAR (GOL),FOR
DES01394,TITABAR,FOR
DES01393,TEOK,FOR
DES01392,SORUPATHAR - SORUPATHAR,FOR
DES01391,SORUPATHAR - NAOJAN,FOR
DES01390,SORUPATHAR - JAPARJAN,FOR
DES01389,SORUPATHAR - BORPATHAR,FOR
DES01388,RARAIA (JHT),FOR
DES01387,PULIBOR (JHT),FOR
DES01386,PANICHAKUA,FOR
DES01385,NAUKACHARI (JHR),FOR
DES01384,MORONGI - NUMALIGARH,FOR
DES01383,MORONGI - LAKHOWAJAN,FOR
DES01382,MELAMATHI,FOR
DES01381,MARIANI,FOR
DES01380,LADOIGARH (JHR),FOR
DES01379,KOTHALGURI (DHEKIAL) - GANAK PUKHURI,FOR
DES01378,KOTHALGURI (DHEKIAL) - DHEKIAL,FOR
DES01377,KOTHALGURI - KOOMTAI,FOR
DES01376,KOTHALGURI - KAMARGAON,FOR
DES01375,KOTHALGURI - BANGAON,FOR
DES01374,KOTHALGURI - BADULIPARA,FOR
DES01373,KOKILAMUKH,FOR
DES01372,KHANAMUKH (TEOK),FOR
DES01371,KATHALGURI,FOR
DES01370,KAMALABARI (MAJULI),FOR
DES01369,JORHAT DUMP,EX
DES01368,JAGDUAR (JHR),FOR
DES01367,HASARA,FOR
DES01366,GOMARI - MERAPANI,FOR
DES01365,GOMARI - FURKATING,FOR
DES01364,GOLAGHAT - PULIBOR (GOLAGHAT),FOR
DES01363,GOLAGHAT - LAMBAWA,FOR
DES01362,GOLAGHAT - KAMARBANDHA,FOR
DES01361,GOLAGHAT - JAMUGURI (GOLAGHAT),FOR
DES01360,GOLAGHAT - GOLAGHAT TINALI,FOR
DES01359,GOLAGHAT - GOLAGHAT,FOR
DES01358,GOLAGHAT - GARAMPANI,FOR
DES01357,DHEKORGORA (JORHAT) - PANICHAKUWA,FOR
DES01356,DHEKORGORA (JORHAT) - NIMATIGHAT,FOR
DES01355,DHEKORGORA (JORHAT) - JORHAT,FOR
DES01354,DHEKORGORA - RRL TINALI,FOR
DES01353,DHEKORGORA - PULIBOR JORHAT,FOR
DES01352,DHEKORGORA - MAHUBANDHA,FOR
DES01351,DHEKORGORA - JORHAT TINALI,FOR
DES01350,DERGAON - SOKALATING,FOR
DES01349,DERGAON - SIKARIGHAT,FOR
DES01348,DERGAON - RANGAMATI,FOR
DES01347,DERGAON - NEGHERTING,FOR
DES01346,DERGAON - NAHORUNI,FOR
DES01345,DERGAON - KURALGURI,FOR
DES01344,DERGAON - GORUMARA,FOR
DES01343,DERGAON - DERGAON,FOR
DES01342,DEBERAPARA (JHR),FOR
DES01341,CHIPAHIKHOLA - PODUMANI (HATIGARH),FOR
DES01340,CHIPAHIKHOLA - MELONG (PHESUAL),FOR
DES01339,CHIPAHIKHOLA - LADOIGARGH,FOR
DES01338,CHIPAHIKHOLA - KAKOJAN,FOR
DES01337,CHIPAHIKHOLA - CHENIJAN,FOR
DES01336,CHINAMARA (JHR),FOR
DES01335,BORHOLA (JHR),FOR
DES01334,BOKAKHAT (KOHORA) - KOHORA (KAZIRANGA),FOR
DES01333,BOKAKHAT (KOHORA) - HATHIKHULI,FOR
DES01332,BOKAKHAT - RAJABARI,FOR
DES01331,BOKAKHAT - GURMUR GAON,FOR
DES01330,BOKAKHAT - BOKAKHAT,FOR
DES01329,BOKAJAN - KATKATI,FOR
DES01328,BOKAJAN - BOKAJAN,FOR
DES01327,BOGIBIL - DEOPANI,FOR
DES01326,BOGIBIL - CHILOWNIJAN,FOR
DES01325,BAGCHUNG - RORIYA,FOR
DES01324,BAGCHUNG - LICHUMARI,FOR
DES01323,BAGCHUNG - JORHAT RAJABARI,FOR
DES01322,BAGCHUNG - DOKHLANGIA,FOR
DES01321,BAGCHUNG - CHINAMARA,FOR
DES01320,TEZU,FOR
DES01319,ROING (AP),FOR
DES01318,NAMSAI,FOR
DES01317,MAHADAVPUR (AP),FOR
DES01316,KHONSA (AP),FOR
DES01315,KHARSANG,FOR
DES01314,JAIRAMPUR(AP),FOR
DES01313,CHANGLANG (AP),FOR
DES01312,TAWANG (AP),FOR
DES01311,SEPPA (AP),FOR
DES01310,BOMDILA (AP),FOR
DES01309,BHALUKPONG DUMP,EX
DES01308,YINKIONG (AP),FOR
DES01307,TUTING (AP),FOR
DES01306,MECHUKA (AP),FOR
DES01305,LIKABALI DUMP,EX
DES01304,LIKABALI 1 DUMP,EX
DES01303,KAYING (AP),FOR
DES01302,KAMBANG (AP),FOR
DES01301,DAPORIZO (AP),FOR
DES01300,BOLING (AP),FOR
DES01299,BASAR (AP),FOR
DES01298,AALO (AP),FOR
DES01297,RUKSIN,FOR
DES01296,PASIGHAT,FOR
DES01295,NIRJULI (AP),FOR
DES01294,NAHARLAGUN (AP),FOR
DES01293,ITANAGAR (AP),FOR
DES01292,BANDARDEWA DUMP,EX
DES01291,AAHULI,FOR
DES01290,YUPIA - NIRJULI(AP),FOR
DES01289,YUPIA - NAHARLAGAN(AP),FOR
DES01288,TELIJAN (NLP),FOR
DES01287,SRIPANI (NLP),FOR
DES01286,SISSIBORGAON SILAPATHAR - SRIPANI,FOR
DES01285,SISSIBORGAON SILAPATHAR - SISSIBARGAON,FOR
DES01284,SISSIBORGAON SILAPATHAR - SILAPATHAR,FOR
DES01283,SISSIBORGAON SILAPATHAR - SIBJAN,FOR
DES01282,SISSIBORGAON SILAPATHAR - KULIAJAN,FOR
DES01281,SISSIBORGAON SILAPATHAR - AKAJAN,FOR
DES01280,SISSIBORGAON LEKHABALI - LEKHABALI(AP),FOR
DES01279,SISSIBORGAON LEKHABALI - BOGIBIL,FOR
DES01278,SISIBAR (NLP),FOR
DES01277,SIMALUGURI,FOR
DES01276,SILAPATHAR (BY RAIL),FOR
DES01275,SIBJAN (NLP),FOR
DES01274,SEMEN CHAPORI,FOR
DES01273,RUKSIN - RUKSIN(AP),FOR
DES01272,RUKSIN - NIGLOK,FOR
DES01271,RUKSIN - JONAI,FOR
DES01270,PUKHIYA,FOR
DES01269,PATHALIPAHAR (NLP),FOR
DES01268,PASSIGHAT - PASIGHAT(AP),FOR
DES01267,PADUMONI DHAM (NLP),FOR
DES01266,NAWBOICHA - POHUMARA,FOR
DES01265,NAWBOICHA - NOWBOICHA,FOR
DES01264,NAWBOICHA - MAZGAON,FOR
DES01263,NAWBOICHA - HARIBOR,FOR
DES01262,NAWBOICHA - DOOLAHAT,FOR
DES01261,NAULI (NLP),FOR
DES01260,NARWATHAN,FOR
DES01259,NARAYANPUR - NARAYANPUR,FOR
DES01258,NARAYANPUR - DHOLPUR,FOR
DES01257,NARAYANPUR - DEOTALA,FOR
DES01256,NARAYANPUR - BHOGPUR,FOR
DES01255,MURKONGSELEK TELAM - TELAM,FOR
DES01254,MURKONGSELEK TELAM - LAIMAKURI,FOR
DES01253,MURKONGSELEK TELAM - DIJMUR / DIKRAI,FOR
