Route Code,Route Name
OTH0752,"CHIBINANG (TURA PLAIN)"
DA02013,"CHICHRI"
ALI0014,"CHILAKHANA"
CO01462,"CHILAKHANA"
OTH0537,"CHILOWNIJAN (GOLAGHAT)"
OTH0146,"CHIMPU"
OTH0520,"CHIMPU(AP) (AP - BANDERDEWA)"
KO10034,"CHINARPARK"
AIZ4401,"CHINGA VENG, AIZAWL"
MAN2401,"CHINGMEIRONG"
KO00506,"CHINGRIGHATA"
KO10010,"CHINGRIHATA"
BI00094,"CHINPAI"
MO00848,"CHINSURA"
SIB0401,"CHINTAMONI"
JOR1401,"CHIPAIKOLA"
LOWO0063,"CHIRANG"
LOWO0074,"CHIRANG"
NTNE008,"CHIRANG"
GAY0004,"CHIRELI"
KO00507,"CHIRIAMORE"
DIB4401,"CHIRING CHAPORI"
DH03167,"CHIRKUNDA"
SA02765,"CHITA"
EAS0006,"CHITAYNAPUR"
PUR0037,"CHITMU"
KO155,"CHITPUR"
KO10055,"CHITPUR"
DUM0039,"CHITRAKOOT"
KR00737,"CHITRASALI"
OTH0624,"CHOKPOT (TURA HILLS)"
KO20034,"CHONGDA"
GA02421,"CHONIMA"
UT01711,"CHOPRA"
RDL014,"CHOPRA"
SILK0010,"CHORGULA"
SIL0401,"CHORGULA"
MUZ0006,"CHOROT"
RA02944,"CHOTA MURI"
WA01838,"CHOTI SEIKHPURA"
GA02353,"CHOTKI NAWADA"
BUR0068,"CHOTO BAINAN"
KO20049,"CHOTO JAGULI"
MA01162,"CHOTO MOHODIPUR"
COO0009,"CHOTOFAKIRTAKA"
RA02980,"CHOUPARAN"
SUP0051,"CHOUSHA"
SAH0004,"CHOUSHA"
MO00849,"CHOUTARA"
BE02532,"CHOUTHAM"
CO01463,"CHOWDHURIHAT ROAD"
CO01493,"CHOWDURIHAAT"
DIB2401,"CHOWKIDINGHEE"
DHA0025,"CHOWMANU"
NAG0005,"CHUMUKEDIMA"
OTH0366,"CHUMUKEDIMA (NAGALAND)"
RA02872,"CHUNA BHATTA"
MU01408,"CHUNAKHALI"
LGL0001,"CHUNARI"
OTH0233,"CHUNGAJAN"
NTWB210,"CHUNGTHANG- SIKKIM"
RA02954,"CHUNNA BHATTA"
NTNE009,"CHURACHANDPUR"
MAN5101,"CHURACHANDPUR"
OTH0162,"CHURAIBARI"
NDL009,"CHURAIBARI"
B002DUM01,"CHURAIBARI (SCL)"
UT01712,"CHURAMON"
MA01160,"CHURI MORE"
RA02899,"CHUTIA"
RA00922,"CITY CENTRE"
WE00966,"CK ROAD"
TA03378,"CKP"
CO01464,"COCHBEHAR TOWN"
CO01465,"COCHBIHAR TOWN"
NTWB132,"COLLEGE PARA"
SIL3601,"COLLEGE ROAD"
AIZ0701,"COLLEGE VENG"
AIZ6601,"COMPANY PENG"
EA00251,"CONTAI"
DIB2501,"CONVOY ROAD"
NTWB134,"COOCH BEHAR"
OTH0355,"COOCHBEHAR"
NTWB031,"COOCHBEHAR"
DN01DUM02,"COOCHBEHAR"
CO014641,"COOCHBEHAR I"
CO014561,"COOCHBEHAR II"
ALI00061,"COOCHBEHAR II"
NTWB100,"COOCHBIHAR"
OTH0784,"COOCHBIHAR (COOCHBEHAR)"
CO01466,"COOCHBIHAR TOWN"
NTWB183,"COOCHBIHAR- COOCHBEHAR"
GA02396,"CORT AREA"
MU01409,"COSSIMBAZAR"
DN11DUM01,"COSSIMBAZAR"
RDL002,"COSSIMBAZAR"
KO00508,"COSSIPORE"
NTWB110,"COSSIPORE"
KO10015,"COSSIPORE"
DS06DUM01,"COSSIPORE DUMP"
DS07DUM01,"COSSIPORE-2"
OTH0496,"CRISTIAN BASTI (GUWAHATI URBAN)"
MAN2501,"CRPF CAMP LANGING"
8651685368,"DA02004"
9939750102,"DA02008"
DRJ0009,"DABGRAM"
LA03296,"DABIL JAMUI ROAD JAMUI"
DE03009,"DABURGRAM"
NGN1901,"DACCAIPATTY"
KO20066,"DACKBANGLOW"
GHY0701,"DADARA"
GUWR0014,"DADARA"
BEG0026,"DADARI"
OTH0335,"DADENGGRE"
OTH0707,"DADENGGRE (TURA HILLS)"
BIR0036,"DADPUR"
LA03249,"DADPUR JAMUI"
GA02423,"DADREJI"
NTWB002,"DAGAPUR"
KA02600,"DAGARUA"
PUR00091,"DAGARUA"
PUR0009,"DAGARUA"
BA00013,"DAHALA"
WES0029,"DAHIJURI"
WA01839,"DAHPAR"
MAL021,"DAHUA"
BUR0131,"DAINEY"
BU00180,"DAINHAT"
DA02014,"DAKHI LAUKHI"
GA02406,"DAKHINGAON"
TURH0006,"DAKOPGRE"
TUR2301,"DAKOPGRE"
KA00324,"DAKSHIN BARASAT"
KO20015,"DAKSHIN VEBIA"
GA02405,"DAKSHINI"
RA02870,"DALADALI"
RA02886,"DALADALI CHOWK"
OTH0193,"DALGAON"
TEZ1501,"DALGAON"
OTH0083,"DALGAON (NT)"
NTBH006,"DALKHOLA"
UT01713,"DALKHOLA"
NTWB005,"DALKHOLA"
DN06DUM01,"DALKHOLA"
NTWB179,"DALKHOLA- UTTAR DINAJPUR"
JAL0008,"DALSINGPARA"
SA02766,"DALSINGSARAI"
BEG0007,"DALSINGSARAI"
TURH0007,"DALU"
OTH0274,"DALU"
TUR3601,"DALU"
OTH0656,"DALU (TURA HILLS)"
WA01840,"DALU CHOK"
DHA1601,"DALUGAON"
KI02740,"DAMALBADI"
KA02639,"DAMALBADI"
KIS0022,"DAMALBARI"
DHA0501,"DAMCHERA"
DHA0010,"DAMCHERRA"
JA01580,"DAMDIM"
DRH0172,"DAMDIM- DARJEELING"
DRJ0041,"DAMDIM- DARJEELING"
DRP0172,"DAMDIM- DARJEELING"
GUWR0015,"DAMPUR"
GHY7101,"DAMPUR"
PA02717,"DANAPUR"
KO00429,"DANESH SEKH LANE"
SHA0028,"DANESH SEKH LANE"
DA01632,"DANGHAHAT"
BIR0017,"DANGMURI"
GA02447,"DANGRA"
RA02867,"DANGRA TOLI"
DA01643,"DANGRAM"
PA02718,"DANIYAMA"
KO00430,"DANKUNI"
MOG0005,"DANKUNI"
DNK0005,"DANKUNI"
WE00967,"DANTAN"
EA00298,"DANTAN"
DH03194,"DANTU"
MA01167,"DAONA PUR"
LIK0301,"DAPORIZO"
9973411291,"DAR0007"
DA01680,"DARALHAT"
OTH0346,"DARANG"
EA00299,"DARAPPUR"
KR00738,"DARAPPUR"
SI02684,"DARAULI"
DUM0001,"DARBHANGA"
DE03027,"DARDMARA"
KR00739,"DARERMATH"
MAL023,"DARIAPUR"
CH02648,"DARIAPUR"
KR00740,"DARIKA NAGAR"
WA01846,"DARIYA PUR ROAD"
WA01847,"DARIYAPUR"
CHA0003,"DARIYAPUR"
LA03352,"DARIYAPUR."
GA02525,"DARIYAPUR.."
NTWB091,"DARJEELING"
DRH0018,"DARJEELING BAZAR"
DRP0018,"DARJEELING BAZAR"
DA01276,"DARJEELING BAZAR"
DRH0019,"DARJEELING MORE"
JAL0036,"DARJEELING MORE"
DA01277,"DARJEELING MORE"
DRP0019,"DARJEELING MORE"
OTH0351,"DARJEELING PLAINS"
AIZ2201,"DARLAWN"
OTH0655,"DARLAWNG (MIZORAM)"
NTNE010,"DARRANG"
RA02962,"DARU"
SIW0003,"DARULI"
WES0016,"DASAGRAM"
OTH0187,"DASDA"
DHA1701,"DASDA"
OTH0526,"DASDA (DHARMANAGAR)"
BUR0161,"DASGHARA"
MO00850,"DASGHARA"
BUR0033,"DASGHORA"
LAX0012,"DASHRATHPUR"
KIS0052,"DASIYATOLI"
KO00431,"DASNAGAR"
SHA0029,"DASNAGAR"
SHA0030,"DASNAGSAR"
KO00432,"DASNAGSAR"
UT01714,"DASPARA"
WE00968,"DASPUR"
DA01278,"DASRATHPALLY"
DRP0020,"DASRATHPALLY"
CHA0005,"DAUDPUR"
MA01243,"DAULATPUR"
DA01633,"DAULATPUR"
GA02515,"DAULATPUR"
DA01669,"DAUTPUR"
OTH0224,"DAWKI"
OTH0649,"DAWKI (JAINTIA HILLS)"
AIZ6201,"DAWRPUI"
AIZ0008,"DAWRPUI SOUTH"
AIZ0801,"DAWRPUI VENGTHAR"
NCHI0007,"DAYANGMUKH"
DEACT,"DEACT1"
KR00741,"DEBAGRAM"
RA02860,"DEBDHI"
DA01279,"DEBIDANGA"
DRP0021,"DEBIDANGA"
UT01727,"DEBIGANJ"
UT01715,"DEBINAGAR"
BUR0042,"DEBIPUR"
MA01031,"DEBIPUR"
BUR0095,"DEBIPUR, MAGHIARY"
NGN0001,"DEBOSTHAN"
HOJA0008,"DEBOSTHAN"
WE00969,"DEBRA"
WA01849,"DEEPNAGER"
KO00624,"DEGANGA"
OTH0724,"DEHANGI (NAGAON)"
OTH0504,"DEKARGAON (TEZPUR)"
JOR0301,"DEKORGORHA"
JOR0401,"DEKORGORHA 1"
JOR0501,"DEKORGORHA 2"
DA02015,"DEKULI"
DA02063,"DELAHI"
GA02437,"DELHA"
DA02016,"DELHI MOR"
AIZ2501,"DEMAGIRI"
SIB0501,"DEMOW"
OTH0016,"DEMOW"
OTH0362,"DEMOW - SIVASAGAR (SIBSAGAR)"
SI01556,"DENTAM"
MA01124,"DEO TOLA"
DE03070,"DEODANR"
OTH0075,"DEODUAR"
DE03081,"DEOGHAR"
DH03161,"DEOLI"
OTH0306,"DEOMALI"
DIB0053,"DEOMALI"
OTH0333,"DEOMORNOI"
OTH0705,"DEOMORNOI (DARANG)"
NTWB111,"DEOPARA, BANARHAT"
SHA0031,"DEORA"
KO00433,"DEORA"
SIK0004,"DEORALI"
DH03124,"DEORTON"
GOL1101,"DERGAON(DHEKIAL)"
GOL1001,"DERGAON(GORUMORA)"
GOL0601,"DERGAON(KAMARGAON)"
GOL0501,"DERGAON(RANGAMATI)"
BUR0003,"DERIAPUR"
DA01280,"DESHBANDHU PARA"
DRP0022,"DESHBANDHU PARA"
DRH0022,"DESHBANDHU PARA"
KIS0036,"DESIATOLI"
SA02842,"DESRI"
EA00252,"DEULIA"
BUR0044,"DEULPARA"
DA02079,"DEVADH"
GA02365,"DEVI SATHAN"
DIB0039,"DEVI-PUKHURI"
TIN0007,"DEVI-PUKHURI"
DE03016,"DEVIPUR"
WA01857,"DEVISARAI"
SA02815,"DEWADHA"
BU00181,"DEWANDIGHI"
COO0024,"DEWANHAT"
MUZ00071,"DEWARIA"
MUZ0007,"DEWARIA (MFP)"
RA00923,"DHADKA"
DH03134,"DHAIYA"
DA02106,"DHAJWA"
MU02204,"DHAKA"
KA00325,"DHAKI"
DA02125,"DHAKJARI"
NLP2001,"DHAKUAKHANA 1"
NLP0201,"DHAKUAKHANA 2"
NLP0301,"DHAKUAKHANA 3"
KAL0012,"DHAKURIA"
OTH0120,"DHALABIL"
TA03386,"DHALBHUMGAR"
LOWO0013,"DHALIGAON"
LBO2101,"DHALIGAON"
OTH0754,"DHALIGAON (LOWER ASSAM 1)"
CO01504,"DHALPAL-SALBARI"
DIB0048,"DHAMAN"
WA01858,"DHAMAULI"
KA02601,"DHAMDAHA"
PUR0020,"DHAMDAHA"
KA00326,"DHAMUA"
PA02719,"DHANARUA"
DH03128,"DHANBAD"
BE02559,"DHANDARI"
MA01114,"DHANGARA"
COO0014,"DHANGDINGGURI"
MO00851,"DHANIKHALI"
KO00509,"DHANKOL"
OTH0235,"DHANSIRI"
OTH0431,"DHANSIRI RLY STATION (NAGAON)"
KR00830,"DHANTALA"
UT01703,"DHANTALA"
KO00625,"DHANYAKURIA"
NTWB108,"DHAPAGANJ"
COO0018,"DHAPRAHAT"
COO0002,"DHAPRAHAT ROAD"
LA03297,"DHAPRI MORE"
MA01018,"DHARAM PUR"
BUR0144,"DHARAMPUR"
OTH0284,"DHARAMTUL"
OTH0777,"DHARAMTUL (NAGAON)"
OTH0298,"DHARAPUR"
GHY2101,"DHARAPUR"
GUWU0014,"DHARAPUR"
OTH0374,"DHARAPUR (GUWAHATI URBAN)"
GA02438,"DHARAUT"
LAX0010,"DHARHARA"
LA03298,"DHARHARA SOUTH"
WES0052,"DHARMA"
EAS0009,"DHARMADAS BAR"
NTNE092,"DHARMANAGAR"
DHA0601,"DHARMANAGAR 1"
DHA0701,"DHARMANAGAR 2"
DHA0801,"DHARMANAGAR 3"
OTH0320,"DHARMANAGR"
OTH0460,"DHARMANAGR CITY (DHARMANAGAR)"
KO20030,"DHARMATALA MORE"
SA02767,"DHARMPUR"
GA02439,"DHARMSHALA"
BUR0102,"DHARSONA"
GA02367,"DHASEDA KURTHA"
BU00182,"DHATRIGRAM"
BH01780,"DHAURAIYA"
TEZ1301,"DHEKIAJULI"
OTH0203,"DHEKIAJULLI"
OTH0451,"DHEKIAJULLI (TEZPUR)"
NLP1001,"DHEMAJI"
DHEM0001,"DHEMAJI"
NTNE011,"DHEMAJI"
OTH0614,"DHEMAJI (LAKHIMPUR)"
NLP1101,"DHEMAJI 1"
KA02622,"DHENG"
DA02111,"DHEPURA CHOWK"
WES0032,"DHERUA"
GA02322,"DHIBAR"
NGN2001,"DHING"
OTH0731,"DHING (NAGAON)"
OTH0168,"DHIRENPARA"
GUWU0015,"DHIRENPARA"
GHY6001,"DHIRENPARA"
OTH0596,"DHIRENPARA (GUWAHATI URBAN)"
BUR0047,"DHOBGHAT"
GA02440,"DHODA KURTHA"
DA02017,"DHOIGHAT"
TIN0801,"DHOLA"
KO00685,"DHOLA"
KO10047,"DHOLA"
KA00327,"DHOLA"
TIN0008,"DHOLA"
OTH0663,"DHOLABIL (AGARTALA)"
SIL3801,"DHOLAI"
SILC0010,"DHOLAI"
BHL0014,"DHOLBAJJA"
MUZ0008,"DHOLI (MFP)"
NLP0401,"DHOLPUR"
BI00095,"DHOLTIKURI"
LOWO0069,"DHUBRI"
NTNE012,"DHUBRI"
OTH0436,"DHUBRI (LOWER ASSAM 1)"
LOWO0014,"DHUBRI 1"
LDH0701,"DHUBRI 1"
LDH0801,"DHUBRI 2"
LOWO0015,"DHUBRI 2"
LOWO0016,"DHUBRI 3"
LDH0901,"DHUBRI 3"
KR00742,"DHUBULIA"
DE03040,"DHUDHANI"
OTH0229,"DHULA"
OTH0423,"DHULA (DARANG)"
MA01133,"DHULAORI"
OTH0703,"DHULI (TEZPUR)"
MU01410,"DHULIAN"
RDL015,"DHULIYAN"
OTH0699,"DHUMERGHAT (LOWER ASSAM 1)"
WES0048,"DHUMSAI"
OTH0463,"DHUPDHARA (LOWER ASSAM 1)"
LOWO0017,"DHUPDHORA"
LGL0101,"DHUPDHORA"
JA01581,"DHUPGURI"
NTWB036,"DHUPGURI"
CO01510,"DHUPGURI"
OTH0677,"DHUPGURI (JALPAIGURI)"
JA01582,"DHUPGURI ONE"
JA01583,"DHUPGURI TOWN"
ALI0018,"DHUPGURI-ALIPURDUAR"
SA02804,"DHURALAKH"
AIZ8805,"DHURTLANG"
RA02902,"DHURWA"
KA00328,"DIAMOND HARBOUR"
OTH0326,"DIBANG"
OTH0412,"DIBANG (AP - TINSUKIA)"
DIB5002,"DIBRUGARH"
NTNE013,"DIBRUGARH"
NDL010,"DIBRUGARH"
OTH0430,"DIBRUGARH (DIBRUGARH)"
A115DUM01,"DIBRUGARH (GGU)"
DIB5101,"DIBRUGARH OFFICE"
DA01370,"DIESAL COLONY"
DRJ0010,"DIESEL COLONY"
DRP0139,"DIESEL COLONY"
TIN0009,"DIGBOI"
TIN1701,"DIGBOI"
OTH0330,"DIGBOI"
OTH0432,"DIGBOI (TINSUKIA)"
EA00253,"DIGHA"
KIS0068,"DIGHALBANK"
GA02430,"DIGHI TALAB"
GA02359,"DIGHI TANK"
CH02649,"DIGHWARA"
KRI0005,"DIGNAGAR"
BUR0055,"DIGURIHAT"
DH03141,"DIGWADIH"
DIB2601,"DIKOM"
DA02018,"DILAWARPUR"
SIB0601,"DILIHI DHAILI"
NDL011,"DILLAI"
A104DUM01,"DILLAI (GGU)"
OTH0384,"DILLAI (NAGAON)"
NTNE014,"Dima Hasao"
OTH0557,"DIMAKUCHI (DARANG)"
NTNE015,"DIMAPUR"
NAG0401,"DIMAPUR (CHUMUKIGIMA)"
NAG0101,"DIMAPUR (DIPHU ROAD)"
OTH0443,"DIMAPUR (NAGALAND)"
NAG0301,"DIMAPUR (NAHARBARI)"
NTNE095,"DIMAPUR (NT)"
NAG0201,"DIMAPUR (PURANABAZAR)"
NAG0004,"DIMAPUR TOWN"
OTH0052,"DIMORIA"
GUWR0016,"DIMU"
GHY0201,"DIMU"
NTWB058,"DINHATA"
CO01467,"DINHATA"
COO00091,"DINHATA I"
CO014601,"DINHATA II"
CO01468,"DINHATA ROAD"
AL01536,"DINHATA ROAD"
CO01479,"DINHATA TOWN"
CO01469,"DINHATA TOWN"
OTH0177,"DINJAN"
OTH0535,"DINJAN (DIBRUGARH)"
TIN0010,"DINJAN,TINSUKIA"
DIB0029,"DINJAN,TINSUKIA"
DIB29,"DINJAN,TINSUKIA"
AIZ0010,"DINTHAR"
RA02863,"DIPATOLI"
KARB0005,"DIPHU"
NGN3501,"DIPHU"
NTNE097,"DIPHU"
OTH0377,"DIPHU (NAGAON)"
OTH0106,"DIPHU (NT)"
NAG0002,"DIPHU ROAD"
TEZ0005,"DIPILA"
DIB0027,"DIRAK"
DIB27,"DIRAK"
TIN0011,"DIRAK"
DA01634,"DITTOLHAT"
DHA0027,"DMR - DHALAI"
DHA0028,"DMR - DHARMANAGAR"
DHA0026,"DMR - KAILASHAHAR"
DHA0003,"DMR-A (NT)"
DHA0005,"DMR-B (NT)"
DHA0008,"DMR-D (NT)"
DHA0007,"DMR-D DHALAI"
DHA0001,"DMR-D DHARMANAGAR"
DHA0009,"DMR-D UNOKOTI"
DHA0002,"DMR-E DHALAI"
DHA0006,"DMR-T"
MAN0201,"DMROAD"
GA02441,"DOBHI"
OTH0061,"DOBOKA"
HOJA0001,"DOBOKA"
NGN0201,"DOBOKA"
OTH0400,"DOBOKA (NAGAON)"
KR00743,"DOGACHI"
BAN0101,"DOIMUKH"
OTH0511,"DOIMUKH (AP) (AP - BANDERDEWA)"
OTH0009,"DOKMOKA"
OTH0475,"DOKMOKA (NAGAON)"
OTH0090,"DOKMOKA (NT)"
SIB1501,"DOL BAGAN"
WES0057,"DOLGRAM"
OTH0171,"DOLONGHAT"
OTH0769,"DOLU (SILCHAR - CACHAR)"
RA00924,"DOMANHI"
RA02988,"DOMCHAMCH"
SHA0032,"DOMJUR"
KO00434,"DOMJUR"
MU01411,"DOMKAL"
UT01716,"DOMOHANA"
JA01584,"DOMOHONI"
KR00744,"DOMPUKUR"
GA02426,"DOMUHAAN"
COO0015,"DOMUKHA"
KO00435,"DOMURJOLA"
SHA0033,"DOMURJOLA"
DA02019,"DONAR"
KO20017,"DONDIRHAT"
BUR0069,"DONGAL MORE"
BUR0018,"DONGAL PARA"
OTH0363,"DONKAMOKAM (NAGAON)"
OTH0170,"DOOMDOOMA"
TIN0012,"DOOMDOOMA"
TIN0901,"DOOMDOOMA"
TEZ2101,"DOOMNICHOWKI"
RA02901,"DORANDA"
RA02900,"DORANDA"
KA00329,"DOSTIPUR"
LBO0801,"DOTMA"
LOWO0018,"DOTMA"
MA01043,"DOUHA BUS STAND"
LNA0501,"DOULASHAL"
LOWT0013,"DOULASHAL"
MUR0007,"DOULATABAD"
MU01412,"DOULATABAD"
BUR0073,"DOYA DANDDA"
KR00745,"DOYERBAZAR"
KIS0050,"DSTUR HAT"
BUR0106,"DUBRAJDIGHI"
BI00096,"DUBRAJPUR"
DE03041,"DUDHANI ROAD"
SA02806,"DUDHAPURA"
DRJ0011,"DUDHIA"
DRH0140,"DUDHIA"
DRP0140,"DUDHIA"
JAL0051,"DUDHIA-JALPAIGURI"
DA01358,"DUDHIYA"
KR00746,"DUDHKUMARI"
LGL0201,"DUDHNOI"
LOWO0019,"DUDHNOI"
OTH0442,"DUDHNOI (LOWER ASSAM 1)"
SA02801,"DUDPURA"
DH03127,"DUHATAND"
GAY0012,"DUKHARNI MORE"
AGR0701,"DUKLI"
PA02720,"DULAHIN BAZAR"
OTH0117,"DULIAJAN"
OTH0623,"DULIAJAN (DIBRUGARH)"
OTH0107,"DULIAJAN (NT)"
DIB0701,"DULIAZAN"
SIL1401,"DULLAVCHARRA"
SILK0011,"DULLAVCHARRA"
DA02020,"DULLIPATTI"
KO10016,"DUM DUM"
BHL0030,"DUMAR"
MUZ0009,"DUMARI"
DHA0201,"DUMBURNAGAR"
KO00510,"DUMDUM"
EA00300,"DUMDUM CANTONMENT"
KO00511,"DUMDUM CANTONMENT"
KO00512,"DUMDUM PARK"
OTH0706,"DUMDUMA - TINSUKIA (TINSUKIA)"
DA02131,"DUMETHA"
DE03046,"DUMKA"
MUZ00101,"DUMRA"
MUZ0010,"DUMRA NSC"
MUZ0011,"DUMRA SD"
MUZ0012,"DUMRA SSD"
DH03100,"DUMRI"
GA02325,"DUMRI CHATTI"
GA02420,"DUMUHAN"
OTH0103,"DUMUNI CHOWKI (NT)"
KO00513,"DUNLOP"
JA01585,"DURAMARI"
SI02685,"DURAUNDHA"
DHA0022,"DURGA CHOWMUNI"
MA01090,"DURGA PUR"
DHA1801,"DURGACHOWMUHANI"
KO00514,"DURGANAGAR"
RNJ0003,"DURGAPUR"
UT01717,"DURGAPUR"
NTWB032,"DURGAPUR"
RA00925,"DURGAPUR STATION"
AIZ0002,"DURTLANG"
AIZ1301,"DURTLANG"
SIL6701,"DUTPATIL"
SILC0011,"DUTPATIL"
#N/A,"DUTTA PUR"
KR00747,"DUTTAFULIA"
KO00626,"DUTTAPUKUR"
SIL0201,"DUTTAPUR"
SILK0012,"DUTTAPUR"
BUR0155,"DVC  MORE"
EA00254,"DWARBASANI"
SILC0012,"DWARBOND"
SIL2001,"DWARBOND"
GA02442,"EARKI"
DUM0020,"EAST CHAMPARAN"
NTNE016,"EAST GARO HILLS"
NTNE017,"EAST KAMENG"
NTNE018,"EAST KHASI HILLS"
AIZ3201,"EAST LUNGDAR"
NTNE019,"EAST SIANG"
NTWB171,"EAST SIKKIM"
NTWB168,"EAST SIKKKIM"
DRP0023,"EASTERN BYPASS"
DRH0023,"EASTERN BYPASS"
DA01281,"EASTERN BYPASS"
JA01622,"EASTERN BYPASS"
SIK0007,"EASTERN BYPASS - JALPAIGURI"
MA01137,"ECHAPUR"
EA00255,"EGRA"
OTH0523,"EHTEL BARI (ALIPURDUAR)"
NTWB177,"EHTEL BARI- ALIPURDUAR"
WA01875,"EKANGARSARAI"
KO153,"EKBALPUR"
KO10053,"EKBALPUR"
BH01781,"EKCHARI"
BHL0028,"EKDARA"
LAX0003,"EKDARA"
LA03259,"EKDARA JHAJHA"
LA03241,"EKDARA MORE JHAJHA"
LA03250,"EKDARMOREJAMUI"
MA01067,"EKLAKHI"
CH02650,"EKMA"
CH02651,"EKMA"
DA02021,"EKMIGHAT"
MO00852,"EKTARPUR"
WES0061,"ELAHI GANJ"
KA00330,"EM BYPASS"
MA01030,"ENGLISHBAZAR"
BH01782,"ENGLISHMORE"
JA01586,"ETHELBARI"
NTWB001,"ETHELBARI"
NTWB099,"ETHELBARI, ALIPURDUAR"
ALI0017,"ETHELBARI-JALPAIGURI"
LA03299,"ETWA"
BE02553,"ETWA,BEGUSARAI"
DA01346,"FAKDAIBARI"
LBO0901,"FAKIRAGRAM"
LOWO0020,"FAKIRAGRAM"
OTH0546,"FAKIRAGRAM (LOWER ASSAM 1)"
LOWO0072,"FAKIRGANJ"
LOWO0021,"FAKIRGANJ (LA)"
LGL0301,"FAKIRGANJ (LA)"
LA30006,"FAKIRGANJ (LA)"
OTH0744,"FAKIRGANJ (LOWER ASSAM 1)"
NTWB012,"FALAKATA"
AL01537,"FALAKATA"
ALI0002,"FALAKATA"
CO01470,"FALAKATA"
CO01471,"FALAKATA ROAD"
AL01538,"FALAKATA TOWN"
CO01472,"FALAKATA TOWN"
KA02602,"FALKA"
KAT0006,"FALKA"
OTH0207,"FALKAWN"
KA00331,"FALTA"
OTH0155,"FANCY BAZAAR"
GUWU0016,"FANCY BAZAR"
GHY6601,"FANCY BAZAR"
MU01413,"FARAKKA"
MA01244,"FARAKKA"
NTWB026,"FARAKKA"
LAX0005,"FARDA"
AIZ0003,"FARKAWN"
DRJ0012,"FARRABARI"
DA01282,"FARRBARI"
OTH0702,"FATAPUKUR (JALPAIGURI)"
BE02572,"FATEHA"
KA00332,"FATEHPUR"
DUM0036,"FATEHPUR"
MAL020,"FATEHPUR"
GA02443,"FATEPUR"
MA01146,"FATEPUR"
SA02813,"FATHAPUR"
WA01824,"FATHEPUR MORE"
EW05DUM01,"FATUHA"
PA02721,"FATUHA CIRCLE"
KR00748,"FAZIL NAGAR"
LOWO0066,"FEKAMARI"
LA30011,"FEKAMARI"
TURH0020,"FENCY VELLY"
TUR4101,"FENCY VELLY"
GA02444,"FIDA HUSAIN ROAD"
DRJ0013,"FOKDIBARI"
DA01376,"FOKDOI BARI"
DRH0118,"FOKDOI BARI"
DRP0118,"FOKDOI BARI"
ARA00061,"FORBESGANJ"
KIS00111,"FORBESGANJ"
ARA0008,"FORBISHGANJ"
KIS0004,"FORBISHGANJ"
KO00436,"FORSHORE ROAD"
SHA0034,"FORSHORE ROAD"
NTWB014,"FULBARI"
DN03DUM01,"FULBARI"
DRJ0014,"FULBARI"
DRP0126,"FULBARI"
DRP0143,"FULBARI"
RDL009,"FULBARI"
DA01635,"FULBARI"
JAL0025,"FULBARI"
DRH0143,"FULBARI"
DA01384,"FULBARI"
NTWB204,"FULBARI - JALPAIGURI- JALPAIGURI"
DRJ0030,"FULBARI BASTI"
DRP0159,"FULBARI BASTI"
NTWB093,"FULBARI, JALPAIGURI"
AL01526,"FULBARI-SHALBARI"
WES0020,"FULBERIA"
SIL0002,"FULERTAL"
NDL012,"FULERTAL"
SILC0013,"FULERTAL"
B004DUM02,"FULERTAL (SCL)"
DA01330,"FULESWARI"
KR00749,"FULIA"
KR00750,"FULIA, HOSTEL MORE"
BA00014,"FULKUSMA"
MA01258,"FULLBARI"
BH01783,"FULLIDUMAR"
KO00437,"FULTALA"
SHA0035,"FULTALA"
OTH0236,"FURKATING"
OTH0429,"FURKATING (GOLAGHAT)"
DH03197,"FUSRO"
DH03201,"FUSROO"
BIR0070,"FUTISANKO"
RA02887,"FUTKAL TOLI,RATU"
DA02070,"G M ROAD"
DAR0001,"GABHARU - DRG"
TEZ2801,"GABHARU - TEZ"
KO00515,"GABTALA HAAT"
KO00516,"GABTOLA"
KR00751,"GACHA"
PUR0004,"GADHBANAILI"
KA02603,"GADHBANAILI"
SHA0036,"GADIARA"
KO00438,"GADIARA"
DA01337,"GADRA"
BU00183,"GAFULIA"
WA01894,"GAGANDIVAN"
KR00752,"GAGNAPUR"
KO00627,"GAIGHATA"
JA01587,"GAIRKATA"
NTWB142,"GAIRKATA"
NTWB140,"GAIRKATA ROAD"
DRH0144,"GAJOLDOBA"
JAL0015,"GAJOLDOBA"
DRP0144,"GAJOLDOBA"
DRJ0015,"GAJOLDOBA"
BUR0088,"GALIGRAM"
MA01062,"GALIMPUR"
BU00184,"GALSI"
TA03384,"GALUDIH"
MAN2601,"GAME VILLAGE"
LA03300,"GANAULI"
OTH0131,"GANDACHERRA"
DHA0024,"GANDACHERRA"
DH03096,"GANDEY"
DA02069,"GANDHI CHOWK"
DA02144,"GANDHI CHOWK,MADHUBANI"
OTH0759,"GANDHIGRAM (AGARTALA)"
JAL0034,"GANDHINAGAR"
GHY4901,"GANESHGURI"
GUWU0017,"GANESHGURI"
OTH0566,"GANESHGURI (GUWAHATI URBAN)"
MA01129,"GANGABAGAN, MALDA"
SHA0037,"GANGADHARPUR"
KO00439,"GANGADHARPUR"
BA00015,"GANGAJALGHATI"
RA00926,"GANGAJALGHATY"
WA01897,"GANGANAGAR"
DIB4501,"GANGAPARA"
