Group name,Branch Code,Brand,Acedns
,EW01,ACC HPC,yes
,EW01,ULTRATECH,yes
,EW01,NUVOCO,no
,EW01,EMAMI DOUBLE BULL,no
,EW01,LAFARGE PSC,no
,EW01,STAR,no
,EW01,STAR PSC,no
,EW01,ULTRATECH PREMIUM,yes
,EW01,AMBUJA ADSTAR,yes
,EW01,LAFARGE CONCRETO,no
,EW01,ULTRATECH SUPER,yes
,EW01,AMBUJA PLUS,yes
,EW01,BIRLA GOLD,no
,EW01,EMAMI,no
,EW01,DALMIA DSP,yes
,EW01,UTRATECH PREMIUM,no
,EW01,ACC ADSTAR,yes
,EW01,ULTRA TECH,no
,EW01,STAR CEMENT PSC,no
,EW01,SHREE,yes
,EW01,STAR ANTIRUST,no
,EW01,STAR ANTI RUST CEMENT,no
,EW01,JSW,yes
,EW01,BANGUR,yes
,EW01,BIRLA SAMRAT,no
,EW01,UTRATECH SUPER,no
,EW01,AMBUJA,yes
,EW01,STAR CEMENT OPC 43,no
,EW01,STAR PPC,no
,EW01,ACC F2R,yes
,EW01,NUVOCO DOUBLE BULL,yes
,EW01,STAR CEMENT PPC,yes
,EW01,DALMIA,yes
,EW01,KONARK DALMIA,no
,EW01,STAR CEMENT PPC(ADSTAR),yes
,EW01,RAMCO,yes
,EW01,NUVOCO CONCRETO,yes
,EW01,STAR WEATHER SHIELD (TRADE),yes
,EW02,ULTRATECH,yes
,EW02,LAFARGE PSC,no
,EW02,ULTRATECH PREMIUM,yes
,EW02,LAFARGE CONCRETO,no
,EW02,AMBUJA,yes
,EW02,ULTRATECH SUPER,yes
,EW02,BIRLA GOLD,no
,EW02,AMBUJA PLUS,yes
,EW02,STAR,no
,EW02,DALMIA DSP,yes
,EW02,STAR PSC,no
,EW02,ULTRA TECH,no
,EW02,BIRLA SAMRAT,no
,EW02,STAR CEMENT PSC,no
,EW02,SHREE,yes
,EW02,NUVOCO DOUBLE BULL,yes
,EW02,STAR ANTI RUST CEMENT,no
,EW02,BANGUR,yes
,EW02,JSW,yes
,EW02,STAR CEMENT OPC 43,yes
,EW02,ACC F2R,yes
,EW02,KONARK DALMIA,no
,EW02,STAR CEMENT PPC,yes
,EW02,DALMIA,yes
,EW02,NUVOCO CONCRETO,yes
,EW02,STAR CEMENT PPC(ADSTAR),yes
,EW02,STAR PPC,no
,EW02,NUVOCO DURAGUARD,yes
,EW02,STAR CEMENT ANTIRUST,yes
,EW02,RAMCO,yes
,EW02,ACC HPC,yes
,EW02,STAR CEMENT PSC(ADSTAR),no
,EW03,LAFARGE CONCRETO,no
,EW03,STAR ANTI RUST CEMENT,no
,EW03,RAMCO,yes
,EW03,BIRLA SAMRAT,no
,EW03,BIRLA GOLD,no
,EW03,STAR CEMENT OPC 43,yes
,EW03,NUVOCO DOUBLE BULL,yes
,EW03,ULTRA TECH,no
,EW03,STAR CEMENT PPC,yes
,EW03,KONARK DALMIA,no
,EW03,SHREE,yes
,EW03,STAR CEMENT PPC(ADSTAR),yes
,EW03,NUVOCO,no
,EW03,EMAMI DOUBLE BULL,no
,EW03,NUVOCO CONCRETO,yes
,EW03,BANGUR,yes
,EW03,STAR CEMENT ANTIRUST,yes
,EW03,STAR,no
,EW03,STAR PSC,no
,EW03,NUVOCO DURAGUARD,yes
,EW03,ACC F2R,yes
,EW03,AMBUJA PLUS,yes
,EW03,STAR CEMENT PSC(ADSTAR),no
,EW03,EMAMI,no
,EW03,ULTRATECH,yes
,EW03,UTRATECH PREMIUM,no
,EW03,DALMIA,yes
,EW03,ULTRATECH PREMIUM,yes
,EW03,STAR ANTIRUST,no
,EW03,ULTRATECH SUPER,yes
,EW03,JSW,yes
,EW03,UTRATECH SUPER,no
,EW03,AMBUJA,yes
,EW03,ACC HPC,yes
,EW03,DALMIA DSP,yes
,EW03,LAFARGE PSC,no
,EW03,STAR PPC,no
,EW03,STAR CEMENT PSC,no
,EW04,STAR PPC,no
,EW04,ULTRA TECH,no
,EW04,KONARK DALMIA,no
,EW04,STAR CEMENT PPC,yes
,EW04,SHREE,yes
,EW04,NUVOCO CONCRETO,yes
,EW04,STAR CEMENT PPC(ADSTAR),yes
,EW04,BANGUR,yes
,EW04,NUVOCO DURAGUARD,yes
,EW04,STAR CEMENT ANTIRUST,yes
,EW04,ACC F2R,yes
,EW04,RAMCO,yes
,EW04,STAR CEMENT PSC(ADSTAR),no
,EW04,DALMIA,yes
,EW04,ULTRATECH,yes
,EW04,STAR,no
,EW04,STAR PSC,no
,EW04,ULTRATECH PREMIUM,yes
,EW04,AMBUJA,yes
,EW04,ULTRATECH SUPER,yes
,EW04,ACC HPC,yes
,EW04,AMBUJA PLUS,yes
,EW04,DALMIA DSP,yes
,EW04,LAFARGE PSC,no
,EW04,BIRLA SAMRAT,no
,EW04,STAR CEMENT PSC,no
,EW04,LAFARGE CONCRETO,no
,EW04,NUVOCO DOUBLE BULL,yes
,EW04,STAR ANTI RUST CEMENT,no
,EW04,BIRLA GOLD,no
,EW04,JSW,yes
,EW04,STAR CEMENT OPC 43,yes
,EW05,ULTRATECH PREMIUM,yes
,EW05,STAR WEATHER SHIELD (TRADE),yes
,EW05,BANGUR,yes
,EW05,STAR PPC,no
,EW05,ULTRATECH SUPER,yes
,EW05,RAMCO,yes
,EW05,ACC F2R,yes
,EW05,DALMIA DSP,yes
,EW05,DALMIA,yes
,EW05,STAR CEMENT PSC,no
,EW05,STAR ANTI RUST CEMENT,no
,EW05,NUVOCO,no
,EW05,EMAMI DOUBLE BULL,no
,EW05,AMBUJA ADSTAR,yes
,EW05,BIRLA SAMRAT,no
,EW05,STAR CEMENT OPC 43,no
,EW05,ACC HPC,yes
,EW05,NUVOCO DOUBLE BULL,yes
,EW05,ACC ADSTAR,yes
,EW05,AMBUJA PLUS,yes
,EW05,STAR CEMENT PPC,no
,EW05,LAFARGE PSC,no
,EW05,STAR,no
,EW05,STAR PSC,no
,EW05,EMAMI,no
,EW05,KONARK DALMIA,no
,EW05,UTRATECH PREMIUM,no
,EW05,STAR CEMENT PPC(ADSTAR),no
,EW05,LAFARGE CONCRETO,no
,EW05,NUVOCO CONCRETO,yes
,EW05,STAR CEMENT ANTIRUST,no
,EW05,BIRLA GOLD,no
,EW05,STAR ANTIRUST,no
,EW05,NUVOCO DURAGUARD,yes
,EW05,STAR CEMENT PSC(ADSTAR),no
,EW05,JSW,yes
,EW05,ULTRA TECH,no
,EW05,UTRATECH SUPER,no
,EW05,AMBUJA,yes
,EW05,ULTRATECH,yes
,EW05,SHREE,yes
,EW06,ACC F2R,yes
,EW06,NUVOCO DOUBLE BULL,yes
,EW06,STAR CEMENT PPC,yes
,EW06,DALMIA,yes
,EW06,KONARK DALMIA,no
,EW06,STAR WEATHER SHIELD (TRADE),yes
,EW06,STAR CEMENT PPC(ADSTAR),no
,EW06,STAR PPC,no
,EW06,RAMCO,yes
,EW06,NUVOCO CONCRETO,yes
,EW06,STAR CEMENT ANTIRUST,yes
,EW06,NUVOCO DURAGUARD,yes
,EW06,ACC HPC,yes
,EW06,STAR CEMENT PSC(ADSTAR),no
,EW06,ULTRATECH,yes
,EW06,LAFARGE PSC,no
,EW06,NUVOCO,no
,EW06,EMAMI DOUBLE BULL,no
,EW06,AMBUJA ADSTAR,yes
,EW06,ULTRATECH PREMIUM,yes
,EW06,LAFARGE CONCRETO,no
,EW06,ULTRATECH SUPER,yes
,EW06,BIRLA GOLD,no
,EW06,ACC ADSTAR,yes
,EW06,AMBUJA PLUS,yes
,EW06,STAR,no
,EW06,STAR PSC,no
,EW06,DALMIA DSP,yes
,EW06,EMAMI,no
,EW06,ULTRA TECH,no
,EW06,UTRATECH PREMIUM,no
,EW06,STAR CEMENT PSC,no
,EW06,SHREE,yes
,EW06,STAR ANTI RUST CEMENT,no
,EW06,STAR ANTIRUST,no
,EW06,BANGUR,yes
,EW06,BIRLA SAMRAT,no
,EW06,JSW,yes
,EW06,UTRATECH SUPER,no
,EW06,AMBUJA,yes
,EW06,STAR CEMENT OPC 43,yes
,EW07,STAR ANTIRUST,no
,EW07,ULTRATECH PREMIUM,yes
,EW07,JSW,yes
,EW07,UTRATECH SUPER,no
,EW07,AMBUJA,yes
,EW07,ULTRATECH SUPER,yes
,EW07,ACC HPC,yes
,EW07,DALMIA DSP,yes
,EW07,LAFARGE PSC,no
,EW07,STAR PPC,no
,EW07,STAR CEMENT PSC,no
,EW07,RAMCO,yes
,EW07,LAFARGE CONCRETO,no
,EW07,STAR ANTI RUST CEMENT,no
,EW07,BIRLA SAMRAT,no
,EW07,BIRLA GOLD,no
,EW07,STAR CEMENT OPC 43,yes
,EW07,NUVOCO DOUBLE BULL,yes
,EW07,ULTRA TECH,no
,EW07,STAR CEMENT PPC,yes
,EW07,NUVOCO,no
,EW07,EMAMI DOUBLE BULL,no
,EW07,AMBUJA ADSTAR,yes
,EW07,KONARK DALMIA,no
,EW07,SHREE,yes
,EW07,STAR CEMENT PPC(ADSTAR),yes
,EW07,NUVOCO CONCRETO,yes
,EW07,ACC ADSTAR,yes
,EW07,AMBUJA PLUS,yes
,EW07,BANGUR,yes
,EW07,STAR CEMENT ANTIRUST,yes
,EW07,STAR,no
,EW07,STAR PSC,no
,EW07,EMAMI,no
,EW07,UTRATECH PREMIUM,no
,EW07,NUVOCO DURAGUARD,yes
,EW07,ACC F2R,yes
,EW07,STAR CEMENT PSC(ADSTAR),no
,EW07,ULTRATECH,yes
,EW07,DALMIA,yes
,EW08,ACC HPC,yes
,EW08,NUVOCO DOUBLE BULL,yes
,EW08,STAR CEMENT PPC,yes
,EW08,STAR ANTIRUST,no
,EW08,LAFARGE PSC,no
,EW08,KONARK DALMIA,no
,EW08,STAR CEMENT PPC(ADSTAR),yes
,EW08,JSW,yes
,EW08,UTRATECH SUPER,no
,EW08,AMBUJA,yes
,EW08,LAFARGE CONCRETO,no
,EW08,NUVOCO CONCRETO,yes
,EW08,STAR CEMENT ANTIRUST,yes
,EW08,BIRLA GOLD,no
,EW08,NUVOCO DURAGUARD,yes
,EW08,STAR CEMENT PSC(ADSTAR),no
,EW08,STAR PPC,no
,EW08,RAMCO,yes
,EW08,ULTRA TECH,no
,EW08,ULTRATECH,yes
,EW08,SHREE,yes
,EW08,ULTRATECH PREMIUM,yes
,EW08,BANGUR,yes
,EW08,ULTRATECH SUPER,yes
,EW08,NUVOCO,no
,EW08,EMAMI DOUBLE BULL,no
,EW08,AMBUJA ADSTAR,yes
,EW08,ACC F2R,yes
,EW08,DALMIA DSP,yes
,EW08,DALMIA,yes
,EW08,STAR CEMENT PSC,no
,EW08,ACC ADSTAR,yes
,EW08,AMBUJA PLUS,yes
,EW08,STAR,no
,EW08,STAR PSC,no
,EW08,STAR ANTI RUST CEMENT,no
,EW08,EMAMI,no
,EW08,UTRATECH PREMIUM,no
,EW08,BIRLA SAMRAT,no
,EW08,STAR CEMENT OPC 43,yes
,NTNE,DALMIA OPC 53,yes
,NTNE,RAMCO OPC 43,yes
,NTNE,DALMIA,yes
,NTNE,RAMCO OPC 53,yes
,NTNE,TOPCEM OPC 43,yes
,NTNE,RAMCO,yes
,NTNE,STAR WEATHER SHIELD (TRADE),yes
,NTNE,TOPCEM OPC 53,yes
,NTNE,ULTRATECH OPC 43,yes
,NTNE,TOPCEM,yes
,NTNE,ULTRATECH OPC 53,yes
,NTNE,MAX OPC 43,yes
,NTNE,ULTRATECH,yes
,NTNE,MAX OPC 53,yes
,NTNE,NUVOCO OPC 43,yes
,NTNE,STAR CEMENT OPC 43,yes
,NTNE,MAX,yes
,NTNE,NUVOCO OPC 53,yes
,NTNE,STAR CEMENT PPC,yes
,NTNE,BLACK TIGER OPC 43,yes
,NTNE,BLACK TIGER OPC 53,yes
,NTNE,DALMIA OPC 43,yes
,NTNE,BLACK TIGER,yes
,NTWB,BIRLA SAMRAT,no
,NTWB,ULTRATECH SUPER,yes
,NTWB,DALMIA,yes
,NTWB,DALMIA DSP,yes
,NTWB,NUVOCO DOUBLE BULL,yes
,NTWB,STAR CEMENT PSC,no
,NTWB,JSW,yes
,NTWB,STAR ANTI RUST CEMENT,no
,NTWB,KONARK DALMIA,no
,NTWB,STAR CEMENT OPC 43,yes
,NTWB,ACC HPC,yes
,NTWB,NUVOCO CONCRETO,yes
,NTWB,STAR CEMENT PPC,yes
,NTWB,ACC F2R,yes
,NTWB,NUVOCO DURAGUARD,yes
,NTWB,STAR CEMENT PPC(ADSTAR),yes
,NTWB,AMBUJA,yes
,NTWB,RAMCO,yes
,NTWB,STAR CEMENT ANTIRUST,yes
,NTWB,AMBUJA PLUS,yes
,NTWB,SHREE,yes
,NTWB,STAR CEMENT PSC(ADSTAR),no
,NTWB,BANGUR,yes
,NTWB,ULTRATECH,yes
,NTWB,BIRLA GOLD,no
,NTWB,ULTRATECH PREMIUM,yes
,UP01,AMBUJA,yes
,UP01,STAR CEMENT PPC,yes
,UP01,RJ CEMENT,yes
,UP01,JAINTIA CEMENT,yes
,UP01,SURYA GOLD,yes
,UP01,STAR CEMENT OPC 43,yes
,UP01,SURAKSHA,yes
,UP01,CCI,yes
,UP01,AMRIT,yes
,UP01,STAR CEMENT PSC(ADSTAR),no
,UP01,RHINO,yes
,UP01,STRONG BOND,yes
,UP01,MAX,yes
,UP01,TOPCEM SDC,yes
,UP01,CROWN,yes
,UP01,ACC HPC,yes
,UP01,AMBUJA PLUS,yes
,UP01,ACC,no
,UP01,BLACK TIGER,yes
,UP01,ULTRATECH,yes
,UP01,BIRLA GOLD,no
,UP01,RAMCO,yes
,UP01,DRAGON,yes
,UP01,ULTRATECH PREMIUM,yes
,UP01,HOLCEM,yes
,UP01,SHREE,yes
,UP01,JSW,yes
,UP01,BIRLA SAMRAT,no
,UP01,VIRGO,yes
,UP01,7RING,yes
,UP01,BANGUR,yes
,UP01,DALMIA DSP,yes
,UP01,NUVOCO DOUBLE BULL,yes
,UP01,BEST,yes
,UP01,PREMIUM,yes
,UP01,ACC F2R,yes
,UP01,NUVOCO DURAGUARD,yes
,UP01,KONARK DALMIA,no
,UP01,TAJ,yes
,UP01,TIGER,yes
,UP01,DALMIA,yes
,UP01,STAR CEMENT PPC(ADSTAR),yes
,UP01,NUVOCO CONCRETO,yes
,UP01,ATIBAL,yes
,UP01,VALLEY STRONG,yes
,UP01,TOPCEM,yes
,UP01,STAR CEMENT ANTIRUST,yes
,UP01,ULTRATECH SUPER,yes
,UP01,DELTA,yes
,UP01,MCCL,yes
,UP02,CROWN,yes
,UP02,ACC HPC,yes
,UP02,AMBUJA PLUS,yes
,UP02,ACC,no
,UP02,BLACK TIGER,yes
,UP02,ULTRATECH,yes
,UP02,BIRLA GOLD,no
,UP02,RAMCO,yes
,UP02,DRAGON,yes
,UP02,ULTRATECH PREMIUM,yes
,UP02,HOLCEM,yes
,UP02,SHREE,yes
,UP02,JSW,yes
,UP02,VIRGO,yes
,UP02,BIRLA SAMRAT,no
,UP02,7RING,yes
,UP02,BANGUR,yes
,UP02,DALMIA DSP,yes
,UP02,BEST,yes
,UP02,NUVOCO DOUBLE BULL,yes
,UP02,PREMIUM,yes
,UP02,ACC F2R,yes
,UP02,NUVOCO DURAGUARD,yes
,UP02,TAJ,yes
,UP02,KONARK DALMIA,no
,UP02,TIGER,yes
,UP02,DALMIA,yes
,UP02,STAR CEMENT PPC(ADSTAR),yes
,UP02,ATIBAL,yes
,UP02,NUVOCO CONCRETO,yes
,UP02,VALLEY STRONG,yes
,UP02,TOPCEM,yes
,UP02,STAR CEMENT ANTIRUST,yes
,UP02,DELTA,yes
,UP02,ULTRATECH SUPER,yes
,UP02,MCCL,yes
,UP02,AMBUJA,yes
,UP02,STAR CEMENT PPC,yes
,UP02,RJ CEMENT,yes
,UP02,JAINTIA CEMENT,yes
,UP02,SURYA GOLD,yes
,UP02,STAR CEMENT OPC 43,yes
,UP02,SURAKSHA,yes
,UP02,CCI,yes
,UP02,AMRIT,yes
,UP02,STAR CEMENT PSC(ADSTAR),no
,UP02,RHINO,yes
,UP02,STRONG BOND,yes
,UP02,MAX,yes
,UP02,TOPCEM SDC,yes
,UP03,BANGUR,yes
,UP03,DALMIA DSP,yes
,UP03,BEST,yes
,UP03,NUVOCO DOUBLE BULL,yes
,UP03,PREMIUM,yes
,UP03,ACC F2R,yes
,UP03,NUVOCO DURAGUARD,yes
,UP03,TAJ,yes
,UP03,KONARK DALMIA,no
,UP03,TIGER,yes
,UP03,DALMIA,yes
,UP03,STAR CEMENT PPC(ADSTAR),yes
,UP03,ATIBAL,yes
,UP03,NUVOCO CONCRETO,yes
,UP03,VALLEY STRONG,yes
,UP03,TOPCEM,yes
,UP03,STAR CEMENT ANTIRUST,yes
,UP03,DELTA,yes
,UP03,ULTRATECH SUPER,yes
,UP03,MCCL,yes
,UP03,AMBUJA,yes
,UP03,STAR CEMENT PPC,yes
,UP03,RJ CEMENT,yes
,UP03,JAINTIA CEMENT,yes
,UP03,SURYA GOLD,yes
,UP03,STAR CEMENT OPC 43,yes
,UP03,SURAKSHA,yes
,UP03,CCI,yes
,UP03,AMRIT,yes
,UP03,STAR CEMENT PSC(ADSTAR),no
,UP03,RHINO,yes
,UP03,STRONG BOND,yes
,UP03,MAX,yes
,UP03,TOPCEM SDC,yes
,UP03,CROWN,yes
,UP03,ACC HPC,yes
,UP03,AMBUJA PLUS,yes
,UP03,ACC,no
,UP03,BLACK TIGER,yes
,UP03,ULTRATECH,yes
,UP03,BIRLA GOLD,no
,UP03,RAMCO,yes
,UP03,DRAGON,yes
,UP03,ULTRATECH PREMIUM,yes
,UP03,HOLCEM,yes
,UP03,SHREE,yes
,UP03,JSW,yes
,UP03,VIRGO,yes
,UP03,BIRLA SAMRAT,no
,UP03,7RING,yes
,UP04,DELTA,yes
,UP04,ULTRATECH SUPER,yes
,UP04,MCCL,yes
,UP04,AMBUJA,yes
,UP04,STAR CEMENT PPC,yes
,UP04,RJ CEMENT,yes
,UP04,JAINTIA CEMENT,yes
,UP04,SURYA GOLD,yes
,UP04,STAR CEMENT OPC 43,yes
,UP04,SURAKSHA,yes
,UP04,CCI,yes
,UP04,AMRIT,yes
,UP04,STAR CEMENT PSC(ADSTAR),no
,UP04,RHINO,yes
,UP04,STRONG BOND,yes
,UP04,MAX,yes
,UP04,TOPCEM SDC,yes
,UP04,CROWN,yes
,UP04,ACC HPC,yes
,UP04,AMBUJA PLUS,yes
,UP04,ACC,no
,UP04,BLACK TIGER,yes
,UP04,ULTRATECH,yes
,UP04,BIRLA GOLD,no
,UP04,RAMCO,yes
,UP04,DRAGON,yes
,UP04,ULTRATECH PREMIUM,yes
,UP04,HOLCEM,yes
,UP04,SHREE,yes
,UP04,JSW,yes
,UP04,VIRGO,yes
,UP04,BIRLA SAMRAT,no
,UP04,7RING,yes
,UP04,BANGUR,yes
,UP04,DALMIA DSP,yes
,UP04,BEST,yes
,UP04,NUVOCO DOUBLE BULL,yes
,UP04,PREMIUM,yes
,UP04,ACC F2R,yes
,UP04,NUVOCO DURAGUARD,yes
,UP04,TAJ,yes
,UP04,KONARK DALMIA,no
,UP04,TIGER,yes
,UP04,DALMIA,yes
,UP04,STAR CEMENT PPC(ADSTAR),yes
,UP04,ATIBAL,yes
,UP04,NUVOCO CONCRETO,yes
,UP04,VALLEY STRONG,yes
,UP04,TOPCEM,yes
,UP04,STAR CEMENT ANTIRUST,yes
,UP05,STRONG BOND,yes
,UP05,MAX,yes
,UP05,TOPCEM SDC,yes
,UP05,CROWN,yes
,UP05,ACC HPC,yes
,UP05,AMBUJA PLUS,yes
,UP05,ACC,no
,UP05,BLACK TIGER,yes
,UP05,ULTRATECH,yes
,UP05,BIRLA GOLD,no
,UP05,RAMCO,yes
,UP05,DRAGON,yes
,UP05,ULTRATECH PREMIUM,yes
,UP05,HOLCEM,yes
,UP05,SHREE,yes
,UP05,JSW,yes
,UP05,VIRGO,yes
,UP05,BIRLA SAMRAT,no
,UP05,7RING,yes
,UP05,BANGUR,yes
,UP05,DALMIA DSP,yes
,UP05,BEST,yes
,UP05,NUVOCO DOUBLE BULL,yes
,UP05,PREMIUM,yes
,UP05,ACC F2R,yes
,UP05,NUVOCO DURAGUARD,yes
,UP05,TAJ,yes
,UP05,KONARK DALMIA,no
,UP05,TIGER,yes
,UP05,DALMIA,yes
,UP05,STAR CEMENT PPC(ADSTAR),yes
,UP05,ATIBAL,yes
,UP05,NUVOCO CONCRETO,yes
,UP05,VALLEY STRONG,yes
,UP05,TOPCEM,yes
,UP05,STAR CEMENT ANTIRUST,yes
,UP05,DELTA,yes
,UP05,ULTRATECH SUPER,yes
,UP05,MCCL,yes
,UP05,AMBUJA,yes
,UP05,STAR CEMENT PPC,yes
,UP05,RJ CEMENT,yes
,UP05,JAINTIA CEMENT,yes
,UP05,SURYA GOLD,yes
,UP05,STAR CEMENT OPC 43,yes
,UP05,SURAKSHA,yes
,UP05,CCI,yes
,UP05,AMRIT,yes
,UP05,STAR CEMENT PSC(ADSTAR),no
,UP05,RHINO,yes
,UP06,BIRLA SAMRAT,no
,UP06,VIRGO,yes
,UP06,7RING,yes
,UP06,DALMIA DSP,yes
,UP06,BANGUR,yes
,UP06,NUVOCO DOUBLE BULL,yes
,UP06,BEST,yes
,UP06,PREMIUM,yes
,UP06,NUVOCO DURAGUARD,yes
,UP06,ACC F2R,yes
,UP06,KONARK DALMIA,no
,UP06,TAJ,yes
,UP06,TIGER,yes
,UP06,STAR CEMENT PPC(ADSTAR),yes
,UP06,DALMIA,yes
,UP06,NUVOCO CONCRETO,yes
,UP06,ATIBAL,yes
,UP06,VALLEY STRONG,yes
,UP06,STAR CEMENT ANTIRUST,yes
,UP06,TOPCEM,yes
,UP06,ULTRATECH SUPER,yes
,UP06,DELTA,yes
,UP06,MCCL,yes
,UP06,STAR CEMENT PPC,yes
,UP06,AMBUJA,yes
,UP06,RJ CEMENT,yes
,UP06,JAINTIA CEMENT,yes
,UP06,STAR CEMENT OPC 43,yes
,UP06,SURYA GOLD,yes
,UP06,SURAKSHA,yes
,UP06,CCI,yes
,UP06,STAR CEMENT PSC(ADSTAR),no
,UP06,AMRIT,yes
,UP06,RHINO,yes
,UP06,STRONG BOND,yes
,UP06,TOPCEM SDC,yes
,UP06,MAX,yes
,UP06,CROWN,yes
,UP06,AMBUJA PLUS,yes
,UP06,ACC HPC,yes
,UP06,BLACK TIGER,yes
,UP06,ACC,no
,UP06,ULTRATECH,yes
,UP06,RAMCO,yes
,UP06,BIRLA GOLD,no
,UP06,ULTRATECH PREMIUM,yes
,UP06,DRAGON,yes
,UP06,HOLCEM,yes
,UP06,JSW,yes
,UP06,SHREE,yes
,UP07,VALLEY STRONG,yes
,UP07,TOPCEM,yes
,UP07,STAR CEMENT ANTIRUST,yes
,UP07,DELTA,yes
,UP07,ULTRATECH SUPER,yes
,UP07,MCCL,yes
,UP07,AMBUJA,yes
,UP07,STAR CEMENT PPC,yes
,UP07,RJ CEMENT,yes
,UP07,JAINTIA CEMENT,yes
,UP07,SURYA GOLD,yes
,UP07,STAR CEMENT OPC 43,yes
,UP07,SURAKSHA,yes
,UP07,CCI,yes
,UP07,AMRIT,yes
,UP07,STAR CEMENT PSC(ADSTAR),no
,UP07,RHINO,yes
,UP07,STRONG BOND,yes
,UP07,MAX,yes
,UP07,TOPCEM SDC,yes
,UP07,CROWN,yes
,UP07,ACC HPC,yes
,UP07,AMBUJA PLUS,yes
,UP07,ACC,no
,UP07,BLACK TIGER,yes
,UP07,ULTRATECH,yes
,UP07,BIRLA GOLD,no
,UP07,RAMCO,yes
,UP07,DRAGON,yes
,UP07,ULTRATECH PREMIUM,yes
,UP07,HOLCEM,yes
,UP07,SHREE,yes
,UP07,JSW,yes
,UP07,VIRGO,yes
,UP07,BIRLA SAMRAT,no
,UP07,7RING,yes
,UP07,BANGUR,yes
,UP07,DALMIA DSP,yes
,UP07,BEST,yes
,UP07,NUVOCO DOUBLE BULL,yes
,UP07,PREMIUM,yes
,UP07,ACC F2R,yes
,UP07,NUVOCO DURAGUARD,yes
,UP07,TAJ,yes
,UP07,KONARK DALMIA,no
,UP07,TIGER,yes
,UP07,DALMIA,yes
,UP07,STAR CEMENT PPC(ADSTAR),yes
,UP07,ATIBAL,yes
,UP07,NUVOCO CONCRETO,yes
,UP08,AMRIT,yes
,UP08,STAR CEMENT PSC(ADSTAR),no
,UP08,RHINO,yes
,UP08,STRONG BOND,yes
,UP08,MAX,yes
,UP08,TOPCEM SDC,yes
,UP08,CROWN,yes
,UP08,AMBUJA PLUS,yes
,UP08,ACC HPC,yes
,UP08,ACC,no
,UP08,BLACK TIGER,yes
,UP08,ULTRATECH,yes
,UP08,RAMCO,yes
,UP08,BIRLA GOLD,no
,UP08,DRAGON,yes
,UP08,ULTRATECH PREMIUM,yes
,UP08,HOLCEM,yes
,UP08,JSW,yes
,UP08,SHREE,yes
,UP08,VIRGO,yes
,UP08,BIRLA SAMRAT,no
,UP08,7RING,yes
,UP08,DALMIA DSP,yes
,UP08,BANGUR,yes
,UP08,BEST,yes
,UP08,NUVOCO DOUBLE BULL,yes
,UP08,PREMIUM,yes
,UP08,NUVOCO DURAGUARD,yes
,UP08,ACC F2R,yes
,UP08,TAJ,yes
,UP08,KONARK DALMIA,no
,UP08,TIGER,yes
,UP08,STAR CEMENT PPC(ADSTAR),yes
,UP08,DALMIA,yes
,UP08,ATIBAL,yes
,UP08,NUVOCO CONCRETO,yes
,UP08,VALLEY STRONG,yes
,UP08,STAR CEMENT ANTIRUST,yes
,UP08,TOPCEM,yes
,UP08,DELTA,yes
,UP08,ULTRATECH SUPER,yes
,UP08,MCCL,yes
,UP08,AMBUJA,yes
,UP08,STAR CEMENT PPC,yes
,UP08,RJ CEMENT,yes
,UP08,JAINTIA CEMENT,yes
,UP08,SURYA GOLD,yes
,UP08,STAR CEMENT OPC 43,yes
,UP08,SURAKSHA,yes
,UP08,CCI,yes
,UP09,HOLCEM,yes
,UP09,SHREE,yes
,UP09,JSW,yes
,UP09,VIRGO,yes
,UP09,BIRLA SAMRAT,no
,UP09,7RING,yes
,UP09,BANGUR,yes
,UP09,DALMIA DSP,yes
,UP09,BEST,yes
,UP09,NUVOCO DOUBLE BULL,yes
,UP09,PREMIUM,yes
,UP09,ACC F2R,yes
,UP09,NUVOCO DURAGUARD,yes
,UP09,TAJ,yes
,UP09,KONARK DALMIA,no
,UP09,TIGER,yes
,UP09,DALMIA,yes
,UP09,STAR CEMENT PPC(ADSTAR),yes
,UP09,ATIBAL,yes
,UP09,NUVOCO CONCRETO,yes
,UP09,VALLEY STRONG,yes
,UP09,TOPCEM,yes
,UP09,STAR CEMENT ANTIRUST,yes
,UP09,DELTA,yes
,UP09,ULTRATECH SUPER,yes
,UP09,MCCL,yes
,UP09,AMBUJA,yes
,UP09,STAR CEMENT PPC,yes
,UP09,RJ CEMENT,yes
,UP09,JAINTIA CEMENT,yes
,UP09,SURYA GOLD,yes
,UP09,STAR CEMENT OPC 43,yes
,UP09,SURAKSHA,yes
,UP09,CCI,yes
,UP09,AMRIT,yes
,UP09,STAR CEMENT PSC(ADSTAR),no
,UP09,RHINO,yes
,UP09,STRONG BOND,yes
,UP09,MAX,yes
,UP09,TOPCEM SDC,yes
,UP09,CROWN,yes
,UP09,ACC HPC,yes
,UP09,AMBUJA PLUS,yes
,UP09,ACC,no
,UP09,BLACK TIGER,yes
,UP09,ULTRATECH,yes
,UP09,BIRLA GOLD,no
,UP09,RAMCO,yes
,UP09,DRAGON,yes
,UP09,ULTRATECH PREMIUM,yes
,UP10,DALMIA,yes
,UP10,STAR CEMENT PPC(ADSTAR),yes
,UP10,ATIBAL,yes
,UP10,NUVOCO CONCRETO,yes
,UP10,VALLEY STRONG,yes
,UP10,TOPCEM,yes
,UP10,STAR CEMENT ANTIRUST,yes
