Group name,Branch Code,Brand,Acedns
,UP27,VALLEY STRONG,yes
,UP27,TOPCEM,yes
,UP27,STAR CEMENT ANTIRUST,yes
,UP27,DELTA,yes
,UP27,ULTRATECH SUPER,yes
,UP27,MCCL,yes
,UP27,AMBUJA,yes
,UP27,STAR CEMENT PPC,yes
,UP27,RJ CEMENT,yes
,UP27,JAINTIA CEMENT,yes
,UP27,SURYA GOLD,yes
,UP27,STAR CEMENT OPC 43,yes
,UP27,SURAKSHA,yes
,UP27,CCI,yes
,UP27,AMRIT,yes
,UP27,STAR CEMENT PSC(ADSTAR),no
,UP27,RHINO,yes
,UP27,STRONG BOND,yes
,UP27,MAX,yes
,UP27,TOPCEM SDC,yes
,UP27,CROWN,yes
,UP27,ACC HPC,yes
,UP27,AMBUJA PLUS,yes
,UP27,ACC,no
,UP27,BLACK TIGER,yes
,UP27,ULTRATECH,yes
,UP27,BIRLA GOLD,no
,UP27,RAMCO,yes
,UP27,DRAGON,yes
,UP27,ULTRATECH PREMIUM,yes
,UP27,HOLCEM,yes
,UP27,SHREE,yes
,UP27,JSW,yes
,UP27,VIRGO,yes
,UP27,BIRLA SAMRAT,no
,UP27,7RING,yes
,UP27,BANGUR,yes
,UP27,DALMIA DSP,yes
,UP27,BEST,yes
,UP27,NUVOCO DOUBLE BULL,yes
,UP27,PREMIUM,yes
,UP27,ACC F2R,yes
,UP27,NUVOCO DURAGUARD,yes
