Destination Code,Destination Name
DES02050,"PANCHGRAM - DHOLESWAR"
DES02051,"PANCHGRAM - KATAKHAL"
DES09352,"PANCHGRAM(EX RAGHUNATHGANJ)"
DES09351,"PANCHGRAM(EX- BERHAMPORE)"
DES09353,"PANCHKURI"
DES04595,"PANCHKURI (EX MDNP)"
DES09354,"PANCHLA"
DES04230,"PANCHLA (EX-DANKUNI)"
DES09355,"Panchmura"
DES04768,"PANCHMURA EX BANKURA"
DES09356,"PANCHRA"
DES03986,"PANCHRA (EX-SAITHIA)"
DES09357,"PANCHRATNA"
DES09358,"PANCHRUL (ALAMGIRI)"
DES04596,"PANCHRUL (ALAMGIRI) (EX MDNP)"
DES09360,"PANCTHUPI(EX RAGHUNATHGANJ)"
DES09359,"PANCTHUPI(EX- BERHAMPORE)"
DES09361,"PANDABESHWAR"
DES04361,"PANDABESHWAR (EX RNJ)"
DES03145,"PANDARAK"
DES03524,"PANDAUL (EX DARBHANGA)"
DES04458,"PANDUA ( EX MOGRA)"
DES09362,"Pandua (MOGRA)"
DES04769,"PANDUA EX BANKURA"
DES04182,"PANDUA EX BURDWAN"
DES09363,"Pandua(BNK)"
DES01105,"PANERI (DRNG)"
DES09364,"PANIBHORA"
DES01386,"PANICHAKUA"
DES00889,"PANIGAON"
DES05332,"PANIGHATA"
DES09365,"PANIHATI"
DES03870,"PANIHATI (EX- COSPR)"
DES10390,"PANIKAURI"
DES09366,"PANIKHATI"
DES09367,"PANIKHETI (HILL SIDE)"
DES09368,"PANIPARUL"
DES04527,"PANIPARUL (EX MDNP)"
DES01638,"PANISAGAR"
DES05543,"PANISALA"
DES05114,"PANISHALA 4NO:"
DES05397,"PANITANKI"
DES09369,"Panitola"
DES01562,"PANITOLA ( CHABUA) - ALIMUR"
DES01563,"PANITOLA ( CHABUA) - BALIJAN"
DES01564,"PANITOLA ( CHABUA) - CHABUA"
DES01565,"PANITOLA ( CHABUA) - CHENGLIJAN"
DES01566,"PANITOLA ( CHABUA) - DIKOM"
DES01567,"PANITOLA ( CHABUA) - HATHIALI"
DES01559,"PANITOLA - DINJAN"
DES01560,"PANITOLA - KANJIKHOWA"
DES01561,"PANITOLA - PANITOLA"
DES05524,"PANJIPARA"
DES09370,"PANRUI"
DES03987,"PANRUI (EX-SAITHIA)"
DES04597,"PANSKURA (EX MDNP)"
DES09371,"PANSKURA (MDNP)"
DES09372,"PARA"
DES04855,"PARA (EX-PURULIA)"
DES05057,"PARADUBI"
DES10297,"PARAJ"
DES09373,"Paraj"
DES04140,"PARAJ EX BURDWAN"
DES09374,"Parambua"
DES04459,"PARAMBUA ( EX MOGRA)"
DES10416,"PARANGARPAR"
DES03607,"PARASAGAD EX CHAPRA"
DES04893,"PARASIHAT"
DES02639,"PARBATTA"
DES02618,"PARBATTA (EX- BGSRI)"
DES03646,"PARBATTA EX KHAGARIA"
DES02610,"PARBATTA(EX BARAUNI)"
DES03059,"PARBATTI (EX NAUGACHIA)"
DES02745,"PARBATTI(EX BHAGALPUR)"
DES09375,"PARBELIYA"
DES04856,"PARBELIYA (EX-PURULIA)"
DES05691,"PARBOTI DANGA"
DES09376,"PARBOTI DANGA - EX MALDA"
DES09378,"PARDIA JITPUR(EX RAGHUNATHGANJ)"
DES09377,"PARDIA JITPUR(EX- BERHAMPORE)"
DES03012,"PARIHAR (EX-MZFR)"
DES02285,"PARIONG"
DES02286,"PARIONG (EX-FACTORY)"
DES06022,"PARKHOA"
DES09379,"PARLLY"
DES09380,"PARNASHREE"
DES04055,"PARNASHREE (EX-KALIGHAT)"
DES02999,"PAROO (EX-MZFR)"
DES05173,"PAROPARA (DEWANHAT)"
DES03133,"PARSA(EX-FATUA)"
DES03525,"PARSAAHI (EX DARBHANGA)"
DES03013,"PARSAUNI (EX-MZFR)"
DES09381,"PARULIA"
DES04176,"PARULIA (EX BURDWAN)"
DES09382,"PARWALPUR"
DES03338,"PARWALPUR (EX WARS)"
DES00556,"PASCHIM NALBARI - BARNIBARI"
DES00557,"PASCHIM NALBARI - CHAMTA (NALBARI)"
DES00558,"PASCHIM NALBARI - GOBLALPUR"
DES00559,"PASCHIM NALBARI - SOLMARA"
DES05017,"PASHARIR HAT"
DES01296,"PASIGHAT"
DES03647,"PASRAHA EX KHAGARIA"
DES01268,"PASSIGHAT - PASIGHAT(AP)"
DES03717,"PATAILI (EX SAMASTIPUR)"
DES02581,"PATAMDA KATING (EX TATA)"
DES09384,"PATANDA(EX RAGHUNATHGANJ)"
DES09383,"PATANDA(EX- BERHAMPORE)"
DES03772,"PATAR EX SIWAN"
DES03170,"PATARGHAT"
DES03216,"PATARGHAT EX SAHARSHA"
DES09385,"PATASHPUR"
DES04598,"PATASHPUR (EX MDNP)"
DES09386,"PATASPUR"
DES04528,"PATASPUR (EX MDNP)"
DES03782,"PATEDHA EX SIWAN"
DES09387,"PATELNAGAR"
DES03988,"PATELNAGAR (EX-SAITHIA)"
DES09388,"Patepur"
DES03256,"PATEPUR(EX SARAI)"
DES00560,"PATGAON (LA)"
DES09389,"Pathacharkuchi"
DES00561,"PATHACHARKUCHI (LA)"
DES01269,"PATHALIPAHAR (NLP)"
DES09390,"PATHARKANDI"
DES09391,"PATHARKHAMA"
DES02287,"PATHARKHAMA (EX-FACTORY)"
DES02288,"PATHARKHAMAH"
DES09392,"PATHARMORA"
DES04770,"PATHARMORA EX BANKURA"
DES10361,"PATHARPRATIMA"
DES03573,"PATHRA EX CHAPRA"
DES09393,"PATHSALA"
DES09394,"PATILADAHA"
DES11282,"PATIRAJPUR (UDP)"
DES05240,"PATIRAM"
DES09395,"PATIRAM (EX GANGARAMPUR)"
DES10329,"PATIT"
DES09397,"PATKEBARI(EX RAGHUNATHGANJ)"
DES09396,"PATKEBARI(EX- BERHAMPORE)"
DES04965,"PATLA KHAWA"
DES03111,"PATNA (EX-FATUWA)"
DES09398,"PATNA (Frm Kishanganj) ATHMAL GOLA"
DES09399,"PATNA (Frm Kishanganj) BAKHTIYARPUR"
DES09400,"PATNA (Frm Kishanganj) BARH"
DES09401,"PATNA (Frm Kishanganj) BIHTA"
DES09402,"PATNA (Frm Kishanganj) BIKRAM"
DES09403,"PATNA (Frm Kishanganj) DANAPUR"
DES09404,"PATNA (Frm Kishanganj) DANIYAWAN"
DES09405,"PATNA (Frm Kishanganj) DIGHA"
DES09406,"PATNA (Frm Kishanganj) DULHIN BAZAAR"
DES09407,"PATNA (Frm Kishanganj) EKANGARSARAI"
DES09408,"PATNA (Frm Kishanganj) FATUWA"
DES09409,"PATNA (Frm Kishanganj) HILSA"
DES09410,"PATNA (Frm Kishanganj) KHUSRUPUR"
DES09411,"PATNA (Frm Kishanganj) MANER"
DES09412,"PATNA (Frm Kishanganj) MASAURHI"
DES09413,"PATNA (Frm Kishanganj) NAUBATPUR"
DES09414,"PATNA (Frm Kishanganj) PABHERI MORE"
DES09415,"PATNA (Frm Kishanganj) PALIGANJ"
DES09416,"PATNA (Frm Kishanganj) PATNA"
DES09417,"PATNA (Frm Kishanganj) PATNA CITY"
DES09418,"PATNA (Frm Kishanganj) PATNA SADAR"
DES09419,"PATNA (Frm Kishanganj) PHULWARISHARIF"
DES09420,"PATNA (Frm Kishanganj) PUNPUN"
DES09421,"PATNA (Frm Kishanganj) SAMPATCHAK"
DES09422,"PATNA (Frm Kishanganj) SARARI"
DES09423,"PATNA (Frm Kishanganj) SIPARA"
DES04599,"PATNA (MARATOLA) (EX MDNP)"
DES03138,"PATNA CITY"
DES03570,"PATNA EX DANAPUR"
DES09424,"PATNA SADAR"
DES03112,"PATNA SADAR (EX-FATUWA)"
DES09425,"PATNABAZAR (MARATOLA)"
DES03718,"PATORI (EX SAMASTIPUR)"
DES03719,"PATPARA (EX SAMASTIPUR)"
DES09426,"PATRASAAYER"
DES04771,"PATRASAAYER EX BANKURA"
DES03720,"PATTHAR GHAT (EX SAMASTIPUR)"
DES05465,"PATTI COLONY"
DES05469,"PAUL PARA"
DES09427,"PAUSI (KALINAGAR)"
DES04600,"PAUSI (KALINAGAR) (EX MDNP)"
DES02845,"PAVERI MORE (EX GAYA)"
DES01568,"PAWAI (TSK)"
DES09428,"PAWAPURI"
DES03339,"PAWAPURI (EX WARS)"
DES03103,"PAWAPURI (EX-FATUWA)"
DES05692,"PAYKHANA MORE"
DES09429,"PAYKHANA MORE - EX MALDA"
DES02429,"PDENGSHAKP"
DES02289,"PDENGSHAKP (EX-FACTORY)"
DES01639,"PECHARTAL"
DES09430,"PEDRO"
DES04226,"PEDRO (EX-DANKUNI)"
DES03247,"PEERAPUR(EX SARAI)"
DES10491,"PELLING"
DES01569,"PENGRI"
DES02559,"PETARWAR/ GOLA ( EX RANCHI)"
DES05005,"PETLAA"
DES09431,"PETUAGHAT"
DES04601,"PETUAGHAT (EX MDNP)"
DES05333,"PHANSIDEWA"
DES10250,"PHASIDEWA"
DES05334,"PHASIDEWA(SLG)"
DES06114,"PHIDING"
DES00890,"PHIDING (NCH)"
DES01570,"PHILLOBARI (TSK)"
DES02290,"PHLANGDILOIN"
DES02291,"PHLANGDILOIN (EX-FACTORY)"
DES02430,"PHLINGINGIRM"
DES02292,"PHLINGINGIRM (EX-FACTORY)"
DES10518,"PHODONG"
DES02293,"PHUDKROH"
DES02294,"PHUDKROH (EX-FACTORY)"
DES09432,"PHULBARI"
DES06313,"PHULGURI"
DES03526,"PHULHARA (EX DARBHANGA)"
DES03721,"PHULHARA (EX SAMASTIPUR)"
DES03527,"PHULKANHI (EX DARBHANGA)"
DES01675,"PHULLEN"
DES09433,"PHULLEN (Frm Aiz)"
DES02772,"PHULLIDOMAR (EX BHAGALPUR)"
DES03081,"PHULLIDOMAR (EX-NAUGACHIA)"
DES01106,"PHULOGURI (TEZ)"
DES03528,"PHULPARAS (EX DARBHANGA)"
DES11189,"PHULPARASH"
DES09434,"Phulpukur"
DES04460,"PHULPUKUR ( EX MOGRA)"
DES03565,"PHULWARI EX DANAPUR"
DES03128,"PHULWARISARIF(EX-FATUA)"
DES03160,"PHULWARISHARIF"
DES04894,"PHUNDHIBARI"
DES04961,"PHUNTSELLING (BHUTAN)"
DES02501,"PHUSRO (EX DHANBAD)"
DES03529,"PHUTANI CHOWK,JHANJHARPUR (EX DARBHANGA)"
DES09435,"PIARDOBAMORE"
DES04602,"PIARDOBAMORE (EX MDNP)"
DES05693,"PIASBARI"
DES09436,"PIASBARI (Ex Malda)"
DES09437,"PICHABONI"
DES04603,"PICHABONI (EX MDNP)"
DES09439,"PILKHANA(EX RAGHUNATHGANJ)"
DES09438,"PILKHANA(EX- BERHAMPORE)"
DES09440,"PINGLA"
DES04604,"PINGLA (EX MDNP)"
DES02685,"PIPARIA"
DES10241,"PIPLAY - EX SIKKIM"
DES09441,"Piplon"
DES04141,"PIPLON EX BURDWAN"
DES03185,"PIPRA"
DES03648,"PIPRA EX KHAGARIA"
DES03217,"PIPRA EX SAHARSHA"
DES09443,"PIPREKHALI(EX RAGHUNATHGANJ)"
DES09442,"PIPREKHALI(EX- BERHAMPORE)"
DES09444,"PIRAKATA"
DES04605,"PIRAKATA (EX MDNP)"
DES03530,"PIRHI (EX DARBHANGA)"
DES03060,"PIRPAINTI (EX NAUGACHIA)"
DES02746,"PIRPAINTI(EX BHAGALPUR)"
DES02702,"PIRPAINTY"
DES01107,"PITHAKHUA (TEZ)"
DES09445,"PLASSEY"
DES04296,"PLASSEY(EX KNJ)"
DES09446,"PLASSEYPARA"
DES04297,"PLASSEYPARA(EX KNJ)"
DES09447,"Poabagan"
DES04772,"POABAGAN EX BANKURA"
DES00562,"POHUMARA (LA)"
DES01108,"POHUMARA (TEZ)"
DES02052,"POILAPOOL"
DES09448,"Pokhanna"
DES04773,"POKHANNA EX BANKURA"
DES04381,"POKHNNA (EX RNJ)"
DES03435,"POKHRAAM (EX DARBHANGA)"
DES10470,"POKYONG"
DES09449,"POLARHAT"
DES03871,"POLARHAT (EX- COSPR)"
DES09450,"Polba"
DES04461,"POLBA ( EX MOGRA)"
DES10356,"POLERHAT"
DES10378,"POLIYANPUR"
DES05574,"POLSONDA"
DES09452,"POLSONDA(EX RAGHUNATHGANJ)"
DES09451,"POLSONDA(EX- BERHAMPORE)"
DES02295,"POMBLANG"
DES02296,"POMBLANG (EX-FACTORY)"
DES02297,"POMJARI"
DES02298,"POMJARI (EX-FACTORY)"
DES02299,"POMLAHIER"
DES02300,"POMLAHIER (EX-FACTORY)"
DES02301,"POMMURA"
DES02302,"POMMURA (EX-FACTORY)"
DES02303,"POMSHUTIA"
DES02304,"POMSHUTIA (EX-FACTORY)"
DES02305,"POMSOHMEN"
DES02306,"POMSOHMEN (EX-FACTORY)"
DES09454,"PONDITPUR(EX RAGHUNATHGANJ)"
DES09453,"PONDITPUR(EX- BERHAMPORE)"
DES09455,"PONERO MILE (AMTALA)(EX- BERHAMPORE)"
DES09456,"PONERO MILE (EX RAGHUNATHGANJ)"
DES02307,"PONGKUNG"
DES02308,"PONGKUNG (EX-FACTORY)"
DES05694,"POPRA"
DES09457,"POPRA (Ex Malda)"
DES09458,"Pora Bazar"
DES04462,"PORA BAZAR ( EX MOGRA)"
DES09460,"POSLA(EX RAGHUNATHGANJ)"
DES09459,"POSLA(EX- BERHAMPORE)"
DES09461,"POSTA"
DES03872,"POSTA (EX- COSPR)"
DES02927,"POTHIA"
DES02919,"POTHIA (EX KISHANGANJ)"
DES02889,"POTHIYA (EX-KATIHAR)"
DES03595,"POUCHI PARSA EX CHAPRA"
DES02940,"POWAKHALI"
DES02920,"POWAKHALI (EX-KISHANGANJ)"
DES05463,"PRADHAN NAGAR"
DES11213,"PRADHAN PARA"
DES05263,"PRANSAGAR"
DES09462,"PRANSAGAR (EX GANGARAMPUR)"
DES09463,"PRATAPDIGHI"
DES04529,"PRATAPDIGHI (EX MDNP)"
DES03194,"PRATAPGANJ"
DES03218,"PRATAPGANJ EX SAHARSHA"
DES09464,"PRATAPPUR"
DES04606,"PRATAPPUR (EX MDNP)"
DES09465,"PREMBAZAR"
DES04607,"PREMBAZAR (EX MDNP)"
DES05037,"PREMER DANGA"
DES02053,"PUAMARA"
DES01109,"PUB CHARIDUAR - BORBORI"
DES01110,"PUB CHARIDUAR - HAWAJAN"
DES09466,"Puinan"
DES04463,"PUINAN ( EX MOGRA)"
DES09467,"PUJALI"
DES04056,"PUJALI (EX-KALIGHAT)"
DES01270,"PUKHIYA"
DES05695,"PUKHURIA"
DES09468,"Pukhuria (Ex Malda)"
DES09469,"PUKHURIA (EX-MALDA)"
DES09470,"PUKURAI (JHARGRAM)"
DES04608,"PUKURAI (JHARGRAM) (EX MDNP)"
DES01387,"PULIBOR (JHT)"
DES09471,"PULSITA"
DES04609,"PULSITA (EX MDNP)"
DES09472,"PUNAWA"
DES02846,"PUNAWA (EX GAYA)"
DES03340,"PUNAWA (EX WARS)"
DES09473,"PUNCHA"
DES04857,"PUNCHA (EX-PURULIA)"
DES09474,"PUNDAG"
DES04858,"PUNDAG (EX-PURULIA)"
DES09475,"PUNDIBARI"
DES04964,"PUNDIBARI (NCB)"
DES03436,"PUNHAD,NAVTOL (EX DARBHANGA)"
DES03162,"PUNPUN"
DES03104,"PUNPUN (EX-FATUWA)"
DES02767,"PUNSIA (EX BHAGALPUR)"
DES03077,"PUNSIA (EX-NAUGACHIA)"
DES03014,"PUPRI (EX-MZFR)"
DES03181,"PURAINI"
DES03070,"PURAINI (EX-NAUGACHIA)"
DES02758,"PURAINI(EX BHAGALPUR)"
DES09476,"PURAKHASIA"
DES00669,"PURAKHASIA - PURAKHASIA"
DES03219,"PURANI EX SAHARSHA"
DES06325,"PURANIGODAM"
DES04958,"PURATAN HASHIMARA"
DES09477,"PURBASTHALI"
DES04169,"PURBASTHALI (EX BURDWAN)"
DES10437,"PURBO JHAUKUTHI"
DES02309,"PURIANG"
DES02310,"PURIANG (EX-FACTORY)"
DES09478,"PURIYARA"
DES04859,"PURIYARA (EX-PURULIA)"
DES09479,"PURNADAPUR"
DES03989,"PURNADAPUR (EX-SAITHIA)"
DES02536,"PURNADIH (EX DHANBAD)"
DES02890,"PURNEA (EX KATIHAR)"
DES02921,"PURNEA (EX-KISHANGANJ)"
DES09481,"PURONDOPUR(EX RAGHUNATHGANJ)"
DES09480,"PURONDOPUR(EX- BERHAMPORE)"
DES09482,"PURSAGHAT"
DES04610,"PURSAGHAT (EX MDNP)"
DES10382,"PURSURAH"
DES09483,"PURULIA"
DES04362,"PURULIA (EX RNJ)"
DES04860,"PURULIA (EX-PURULIA)"
DES09484,"PURULIA (PURULIA)"
DES09485,"PURUSATTAMPUR"
DES04611,"PURUSATTAMPUR (EX MDNP)"
DES03722,"PUSA (EX SAMASTIPUR)"
DES09486,"Puthimari"
DES10529,"PUTHIMARI KABIR ALI"
DES01608,"PUTIA (AGT)"
DES05098,"PUTIMARI"
DES04142,"PUTSURI EX BURDWAN"
DES02311,"PYLENGLITHA"
DES02312,"PYLENGLITHA (EX-FACTORY)"
DES02313,"PYNURSLA"
DES02314,"PYNURSLA (EX-FACTORY)"
DES09487,"R.E.C"
DES09488,"R.K.NAGAR"
DES02634,"RAATAN"
DES09489,"RABINDRA SARANI"
DES04774,"RABINDRA SARANI EX BNK"
DES10477,"RABONG"
DES04191,"RADHAANTAPUR EX BURDWAN"
DES05496,"RADHABARI"
DES09490,"Radhamadhabpur"
DES04775,"RADHAMADHABPUR EX BNK"
DES09491,"RADHAMOHANPUR"
DES04612,"RADHAMOHANPUR (EX MDNP)"
DES09492,"RADHAMONI"
DES04530,"RADHAMONI (EX MDNP)"
DES09493,"RADHANAGAR"
DES04613,"RADHANAGAR (EX MDNP)"
DES09494,"RADHANAGAR (MDNP)"
DES04776,"RADHANAGAR EX BANKURA"
DES09496,"RADHANAGAR GHAT(EX RAGHUNATHGANJ)"
DES09495,"RADHANAGAR GHAT(EX- BERHAMPORE)"
DES09498,"RADHARGHAT (EX RAGHUNATHGANJ)"
DES09497,"RADHARGHAT (EX- BERHAMPORE)"
DES06109,"RADZOL"
DES02847,"RAFIGUNJ (EX GAYA)"
DES03547,"RAGHEPUR (ARER) (EX DARBHANGA)"
DES03148,"RAGHOPUR"
DES03437,"RAGHOPUR (EX DARBHANGA)"
DES09499,"RAGHOPUR (EX-SAHARSHA)"
DES03220,"RAGHOPUR EX SAHARSHA"
DES09500,"RAGHUNATHBARI"
DES04614,"RAGHUNATHBARI (EX MDNP)"
DES05575,"RAGHUNATHGANG"
DES09502,"RAGHUNATHGUNNJ(EX RAGHUNATHGANJ)"
DES09501,"RAGHUNATHGUNNJ(EX- BERHAMPORE)"
DES09503,"RAGHUNATHPUR"
DES04385,"RAGHUNATHPUR (EX RNJ)"
DES04861,"RAGHUNATHPUR (EX-PURULIA)"
DES03768,"RAGHUNATHPUR EX SIWAN"
DES09504,"RAGRA"
DES04615,"RAGRA (EX MDNP)"
DES00891,"RAHA"
DES10346,"RAHAMATDANGA"
DES03531,"RAHIKA (EX DARBHANGA)"
DES11237,"RAHIMPUR T.G"
DES03723,"RAHUA (EX SAMASTIPUR)"
DES09505,"RAHUI"
DES03341,"RAHUI (EX WARS)"
DES03532,"RAHUVA CHOWK (EX DARBHANGA)"
DES09506,"RAIBANDH"
DES04862,"RAIBANDH (EX-PURULIA)"
DES09507,"RAIBORI DUMP"
DES09508,"RAIDHIGI"
DES04057,"RAIDHIGI (EX-KALIGHAT)"
DES06328,"RAIDONGIA"
DES05525,"RAIGANJ"
DES09509,"RAIGANJ - EX DUMP"
DES09510,"RAIGANJ DUMP"
DES05526,"RAIGANJ TOWN"
DES09511,"RAIGANJ TOWN - EX DUMP"
DES11255,"RAIGANJ(D) DUMP"
DES10388,"RAIKATPARA"
DES09512,"Raina"
DES04143,"RAINA EX BURDWAN"
DES09513,"Raipur"
DES04777,"RAIPUR  EX BANKURA"
DES09514,"Raipur (BNK)"
DES04144,"RAIPUR EX BURDWAN"
DES09516,"RAIPUR(EX RAGHUNATHGANJ)"
DES09515,"RAIPUR(EX- BERHAMPORE)"
DES03535,"RAIYYAM (EX DARBHANGA)"
DES06339,"RAJAALI"
DES00892,"RAJAALI (NAOGON)"
DES09517,"RAJABALA"
DES00670,"RAJABALA - RAJABALA"
DES04962,"RAJABHAT KHAWA"
DES06004,"RAJAGAON"
DES09519,"RAJANAGAR (SAGARDIGHI)(EX RAGHUNATHGANJ)"
DES09518,"RAJANAGAR (SAGARDIGHI)(EX- BERHAMPORE)"
DES00211,"RAJAPARA (GHY)"
DES04895,"RAJARHAT"
DES03873,"RAJARHAT (EX- COSPR)"
DES04058,"RAJARHAT (EX-KALIGHAT)"
DES09520,"Rajarhat (MLD)"
DES09521,"RAJARHAT (NB)"
DES03874,"RAJARHAT NEW TOWN (EX- COSPR)"
DES09522,"RAJARHAT(COOCH)"
DES05696,"RAJARHAT(MLD)"
DES09523,"Rajarhat(MLD) (Ex Malda)"
DES05119,"RAJARKUTHI"
DES09524,"RAJATILA"
DES09525,"RAJAULI"
DES03342,"RAJAULI (EX WARS)"
DES03061,"RAJAUN (EX NAUGACHIA)"
DES02747,"RAJAUN(EX BHAGALPUR)"
DES09526,"RAJBALHAT"
DES04160,"RAJBALHAT (EX BURDWAN)"
DES04247,"RAJBALHAT (EX-DANKUNI)"
DES09527,"RAJBANDH"
DES04363,"RAJBANDH (EX RNJ)"
DES09528,"RAJBARI"
DES02526,"RAJDHANBAR (EX DHANBAD)"
DES03062,"RAJENDRA PRASAD ROAD (EX NAUGACHIA)"
DES02748,"RAJENDRA PRASAD ROAD(EX BHAGALPUR)"
DES09529,"RAJGANJ"
DES02513,"RAJGANJ (EX DHANBAD)"
DES05063,"RAJGANJ (NCB)"
DES05302,"RAJGANJ(SLG)"
DES09530,"RAJGARH"
DES09531,"RAJGIR"
DES03343,"RAJGIR (EX WARS)"
DES09532,"RAJGRAM"
DES09533,"RAJGRAM (BANKURA)"
DES04778,"RAJGRAM (BANKURA) EX BNK"
DES03990,"RAJGRAM (EX-SAITHIA)"
DES09534,"RAJHATI"
DES04166,"RAJHATI (EX BURDWAN)"
DES09535,"RAJMA"
DES04616,"RAJMA (EX MDNP)"
DES09536,"RAJMITA (LA)"
DES09537,"RAJNAGAR"
DES03533,"RAJNAGAR (EX DARBHANGA)"
DES03991,"RAJNAGAR (EX-SAITHIA)"
DES09538,"RAJNAGAR (KESHPUR)"
DES04617,"RAJNAGAR (KESHPUR) (EX MDNP)"
DES05697,"RAJNAGAR(MLD)"
DES09539,"RAJNAGAR(MLD) (Ex Malda)"
DES11107,"RAJNAGAR,KADAMTALA"
DES10657,"RAJNAGAR,KADAMTALA"
DES10658,"RAJNAGAR,KADAMTALA"
DES10660,"RAJNAGAR,KADAMTALA"
DES10663,"RAJNAGAR,KADAMTALA"
DES10664,"RAJNAGAR,KADAMTALA"
DES09540,"RAJPUR"
DES04059,"RAJPUR (EX-KALIGHAT)"
DES10360,"RAJPUR-SONARPUR"
DES09541,"RAKESH NAGAR"
DES09542,"RAKESHNAGAR"
DES09543,"RAKHITPUR"
DES04369,"RAKHITPUR (EX RNJ)"
DES02431,"RALIANG"
DES02315,"RALIANG (EX-FACTORY)"
DES10480,"RALONG"
DES09545,"RAMAKANTAPORE(EX RAGHUNATHGANJ)"
DES09544,"RAMAKANTAPORE(EX- BERHAMPORE)"
DES03438,"RAMAULI (EX DARBHANGA)"
DES02316,"RAMBRAI"
DES02317,"RAMBRAI (EX-FACTORY)"
DES09546,"RAMCHANDRAPUR"
DES04863,"RAMCHANDRAPUR (EX-PURULIA)"
DES05400,"RAMDHAMALI"
DES09547,"RAMDIA"
DES09548,"RAMDIHA"
DES04779,"RAMDIHA EX BANKURA"
DES09549,"RAMESHWARPUR"
DES04464,"RAMESWARPUR ( EX MOGRA)"
DES09550,"RAMGANGA"
DES04060,"RAMGANGA (EX-KALIGHAT)"
DES05527,"RAMGANJ"
DES05498,"RAMGANJ (SLG)"
DES05398,"RAMGANJ SLG"
DES10251,"RAMGANJ(SLG)"
DES02686,"RAMGARH"
DES02560,"RAMGARH ( EX RANCHI)"
DES02482,"RAMGARH (EX DEOGHAR)"
DES04618,"RAMGARH (EX MDNP)"
DES02953,"RAMGHADH(EX LAKHISARAI)"
DES09551,"RAMJIBANPUR"
DES04619,"RAMJIBANPUR (EX MDNP)"
DES09552,"RAMLAL BAZAR"
DES04061,"RAMLAL BAZAR (EX-KALIGHAT)"
DES09553,"RAMNAGAR"
DES04531,"RAMNAGAR (EX MDNP)"
DES09555,"RAMNAGAR(EX RAGHUNATHGANJ)"
DES09554,"RAMNAGAR(EX- BERHAMPORE)"
DES09556,"RAMNAGAR(MDNP)"
DES09557,"RAMNATHPUR"
DES09558,"RAMPARA (EX RAGHUNATHGANJ)"
DES09559,"RAMPARA (REJINAGAR)(EX- BERHAMPORE)"
DES03534,"RAMPATTI (EX DARBHANGA)"
DES05402,"RAMPUR"
DES00563,"RAMPUR"
DES02561,"RAMPUR ( EX RANCHI)"
DES11278,"RAMPUR (MUKALMA)"
DES04930,"RAMPUR (NCB)"
DES00564,"RAMPUR (PATHSALA)"
DES00212,"RAMPUR - KUKURMARA"
DES00213,"RAMPUR - RAMPUR( VIJOYNAGAR)"
DES00214,"RAMPUR - UPARHALI"
DES00215,"RAMPUR - VIJOYNAGAR"
DES05241,"RAMPUR -DDP"
DES04780,"RAMPUR EX BANKURA"
DES05158,"RAMPUR FOLIMARI"
DES10252,"Rampur SLG"
DES09560,"RAMPUR( VIJOYNAGAR)"
DES09561,"RAMPUR(BNK)"
DES09563,"RAMPURA(EX RAGHUNATHGANJ)"
DES09562,"RAMPURA(EX- BERHAMPORE)"
DES09564,"RAMPURHAT"
DES03992,"RAMPURHAT (EX-SAITHIA)"
DES09565,"Ramsagar"
DES04781,"RAMSAGAR EX BANKURA"
DES10400,"RAMSAI"
DES09566,"RAMTARAKHUT"
DES04620,"RAMTARAKUT (EX MDNP)"
DES05058,"RAMTHENGA"
DES02562,"RANCHI SADAR ( EX RANCHI)"
DES02483,"RANESHWAR (EX DEOGHAR)"
DES01414,"RANGAJAN"
DES11241,"RANGALI BAZNA"
DES06340,"RANGALOO"
DES09567,"RANGAMATI"
DES04864,"RANGAMATI (EX-PURULIA)"
DES04782,"RANGAMATI EX BANKURA"
DES09568,"RANGAMATI MASJID (LA)"
DES09569,"RANGAMATI(BNK)"
DES10253,"RANGAPANI"
DES00565,"RANGAPANI (LA)"
DES05335,"RANGAPANI(SLG)"
DES09570,"RANGAPARA"
DES01111,"RANGAPARA - BARBARITY"
DES01112,"RANGAPARA - BARJULI"
DES01113,"RANGAPARA - BINDUGURI"
DES01114,"RANGAPARA - KHELAKUTI"
DES01115,"RANGAPARA - PHULOGURI"
DES01116,"RANGAPARA - RANGAPARA"
DES06342,"RANGBANG"
DES00893,"RANGBANG (NGN)"
DES02318,"RANGBLANG"
DES02319,"RANGBLANG (EX-FACTORY)"
DES11212,"RANGDHAMALI"
DES05996,"RANGGHAR"
DES09571,"RANGIA"
DES00216,"RANGIA - CHOGA"
DES00217,"RANGIA - MACHKHALI"
DES00218,"RANGIA - NONANADI"
DES00219,"RANGIA - TULSI BARI"
DES00220,"RANGIA-PUTHIMARI - CHEPTI"
DES00221,"RANGIA-PUTHIMARI - KANIHA"
DES00222,"RANGIA-PUTHIMARI - KANIKUCHI"
DES00223,"RANGIA-PUTHIMARI - KARORA"
DES00224,"RANGIA-PUTHIMARI - KENDUKONA"
DES00225,"RANGIA-PUTHIMARI - KUMARGAON"
DES00226,"RANGIA-PUTHIMARI - MILAN CHOWK"
DES00227,"RANGIA-PUTHIMARI - MORANJONA"
DES00228,"RANGIA-PUTHIMARI - PALARA"
DES00229,"RANGIA-PUTHIMARI - PUTHIMARI"
